status,model,alpha,feature_structure,lag_feature,nda_feature_1,nda_feature_2,nda_feature_3,nda_feature_4,nda_feature_5,development_target_years,validation_target_year,final_refit_target_years,final_test_target_year,final_refit_rows,final_test_rows,validation_mae,validation_rmse,validation_r2,persistence_validation_mae,validation_mae_gain_vs_persistence,validation_mae_gain_percent,robustness_caveat,final_test_rule
LOCKED_BEFORE_FINAL_TEST,ridge_regression,1.0,lagged_ckd_plus_compact_5,previous_year_ckd_rate,urine_albumin,serum_creatinine,hba1c_le_58_mmol_mol_7_5pct,blood_pressure_le_140_80,combined_prevention_on_statins,"2020,2021",2022,"2020,2021,2022",2023,126,42,4.9946,6.3625,0.885,5.274,0.2794,5.2977,The selected model improved over persistence on 2022 validation but performed worse than persistence at the earlier 2021 rolling origin.,"No feature, algorithm or hyperparameter changes are allowed after viewing 2023 performance."
