origin,evaluation_year,n_icbs,icbs_augmented_better,proportion_augmented_better,mean_abs_error_improvement,median_abs_error_improvement,persistence_mae,augmented_mae,mae_improvement,mae_improvement_percent,persistence_rmse,augmented_rmse,persistence_r2,augmented_r2
origin_1,2021,42,9,0.21428571428571427,-8.754388938196362,-9.621999453324683,5.716666666666668,14.47105560486303,-8.754388938196364,-153.1379989188868,8.053999302328302,19.580512014814722,0.8669062787163618,0.21334830841409547
origin_2,2022,42,20,0.47619047619047616,0.27920516500904063,-0.3055717058038283,5.273809523809524,4.994604358800483,0.27920516500904036,5.294183715747041,7.406994763638722,6.362520309538961,0.8441783253567161,0.8850253342977056
