origin,evaluation_year,persistence_mae,residual_mae,mae_improvement,mae_improvement_percent,persistence_rmse,residual_rmse,persistence_r2,residual_r2,icbs_residual_better,n_icbs,proportion_residual_better,median_abs_error_improvement
origin_1,2021,5.716666666666668,12.69190406006418,-6.975237393397513,-122.01581446176404,8.053999302328302,14.546945584772503,0.8669062787163618,0.5658117950657586,9,42,0.21428571428571427,-9.233520700509622
origin_2,2022,5.273809523809524,5.048752783747237,0.2250567400622865,4.267441572287148,7.406994763638722,6.660951090156831,0.8441783253567161,0.873986729939724,18,42,0.42857142857142855,-0.43390929083538765
