bootstrap_id,unweighted_mae_difference,weighted_mae_difference
2390,-1.5162,-2.084
2391,-1.8619,-1.641
2392,-1.7512,-1.5405
2393,-1.7027,-2.0995
2394,-1.4197,-1.5566
2395,-2.1149,-2.6772
2396,-2.1399,-2.1904
2397,-1.4982,-1.538
2398,-1.0295,-0.796
2399,-1.9546,-1.6911
2400,-2.1651,-2.2402
2401,-2.2791,-2.5985
2402,-1.2077,-1.1692
2403,-1.7085,-1.4621
2404,-1.158,-1.0506
2405,-0.9136,-0.8352
2406,-1.2196,-1.9268
2407,-1.5502,-1.182
2408,-1.8359,-1.3672
2409,-1.7901,-1.6592
2410,-1.3824,-1.6274
2411,-1.9411,-1.8378
2412,-1.2415,-1.8541
2413,-1.7467,-1.6825
2414,-1.5787,-1.4484
2415,-1.0547,-1.1312
2416,-1.0671,-1.0288
2417,-0.457,-0.3754
2418,-2.4695,-2.2204
2419,-0.8497,-0.6257
2420,-1.4674,-1.6524
2421,-1.6072,-1.4774
2422,-2.0679,-2.0014
2423,-1.5266,-1.5518
2424,-2.6612,-2.7676
2425,-1.3489,-1.078
2426,-1.8313,-2.1512
2427,-1.1836,-1.3071
2428,-1.8489,-1.6744
2429,-1.2298,-1.1732
2430,-1.8668,-1.9084
2431,-2.0815,-2.2359
2432,-2.8308,-2.9538
2433,-1.4558,-1.4667
2434,-1.4693,-1.2897
2435,-1.7321,-1.1708
2436,-1.5079,-1.562
2437,-1.4959,-1.7558
2438,-0.9424,-1.0599
2439,-1.3515,-1.354
2440,-2.269,-2.7275
2441,-0.992,-1.4392
2442,-0.6962,-0.8645
2443,-1.6488,-1.7076
2444,-2.0585,-2.0596
2445,-1.7104,-1.5209
2446,-2.0508,-1.6252
2447,-1.6453,-1.6908
2448,-2.1382,-1.9627
2449,-1.0591,-0.7077
2450,-0.8787,-0.8652
2451,-1.1803,-1.2649
2452,-1.2222,-1.0229
2453,-1.7463,-1.6979
2454,-1.9548,-2.2465
2455,-1.7861,-2.0187
2456,-1.256,-0.9217
2457,-2.1139,-1.9634
2458,-0.519,-0.5252
2459,-1.2111,-1.1922
2460,-1.5409,-1.3522
2461,-1.8397,-1.6668
2462,-1.7058,-2.0354
2463,-2.1713,-2.0017
2464,-1.9665,-1.7573
2465,-2.6291,-2.4724
2466,-1.5824,-1.7845
2467,-1.69,-1.6412
2468,-2.1982,-2.0697
2469,-2.1845,-2.2042
2470,-1.7746,-1.5318
2471,-1.105,-1.0595
2472,-1.8518,-2.3239
2473,-1.3427,-1.1347
2474,-2.4771,-2.5414
2475,-0.9805,-1.3417
2476,-0.2296,-0.3133
2477,-1.2497,-1.1564
2478,-1.5073,-1.4913
2479,-1.8558,-2.1507
2480,-2.1853,-1.9117
2481,-1.442,-1.112
2482,-2.6905,-3.0772
2483,-1.072,-1.2807
2484,-1.0094,-1.3335
2485,-1.4568,-1.2645
2486,-1.152,-1.2401
2487,-1.69,-1.8115
2488,-1.4833,-1.3055
2489,-1.4077,-1.6778
2490,-1.683,-2.0084
2491,-1.8627,-1.8372
2492,-2.03,-2.2893
2493,-1.6468,-1.4274
2494,-1.1293,-1.215
2495,-1.3935,-1.2745
2496,-1.2565,-1.2875
2497,-1.959,-1.9036
2498,-2.1031,-1.8485
2499,-1.9597,-2.1014
2500,-0.9999,-0.9357
2501,-1.8043,-1.9011
2502,-1.8227,-1.3748
2503,-2.2802,-2.1521
2504,-0.5101,-0.3638
2505,-1.0582,-0.8472
2506,-2.0677,-1.8874
2507,-2.051,-1.4718
2508,-0.9831,-0.8648
2509,-1.5057,-1.145
2510,-1.5429,-1.0949
2511,-2.1368,-2.289
2512,-2.5366,-2.5428
2513,-1.6212,-1.5285
2514,-1.1521,-1.0819
2515,-1.8482,-1.9776
2516,-0.8671,-0.6495
2517,-2.3443,-2.917
2518,-0.9564,-0.7771
2519,-1.1418,-0.9847
2520,-0.9863,-0.796
2521,-1.1534,-1.0766
2522,-2.1828,-2.3932
2523,-2.2348,-1.751
2524,-0.9557,-0.9621
2525,-1.9105,-2.0995
2526,-1.8671,-1.8948
2527,-1.5865,-1.5911
2528,-1.5027,-1.4238
2529,-1.1967,-1.2376
2530,-1.804,-1.8627
2531,-1.6108,-1.8881
2532,-1.6578,-1.2759
2533,-2.1752,-2.1282
2534,-1.4848,-1.6597
2535,-0.8308,-1.1972
2536,-1.4873,-1.3972
2537,-2.7772,-2.8033
2538,-2.2836,-2.2595
2539,-1.3502,-1.0583
2540,-1.7848,-1.6833
2541,-2.0325,-2.1576
2542,-1.8678,-2.0449
2543,-1.1729,-1.1962
2544,-2.0072,-1.7875
2545,-2.0577,-1.9886
2546,-2.0702,-1.8359
2547,-2.181,-1.6833
2548,-2.501,-2.4561
2549,-1.1347,-1.0652
2550,-1.861,-1.7935
2551,-1.0198,-1.2554
2552,-2.6128,-2.3295
2553,-1.1479,-1.0658
2554,-1.9398,-1.8964
2555,-1.0801,-1.0422
2556,-2.1611,-2.1392
2557,-2.0263,-1.7667
2558,-2.2712,-2.2947
2559,-3.4314,-2.9422
2560,-0.8936,-0.7758
2561,-2.3295,-2.2983
2562,-1.4421,-1.6116
2563,-1.7422,-1.6893
2564,-1.6262,-1.7983
2565,-1.9477,-1.9835
2566,-1.66,-2.1801
2567,-1.1767,-1.5337
2568,-2.2082,-2.0814
2569,-2.0334,-2.1425
2570,-1.3296,-1.2059
2571,-1.8429,-1.8546
2572,-2.0248,-2.2366
2573,-0.9465,-0.7655
2574,-0.7788,-1.1158
2575,-1.9189,-1.6994
2576,-1.7547,-1.4862
2577,-1.4697,-1.4801
2578,-1.7874,-1.7144
2579,-1.89,-1.8737
2580,-1.9978,-1.7147
2581,-2.2069,-2.4794
2582,-1.6412,-1.8123
2583,-2.0007,-1.5928
2584,-3.0346,-3.0507
2585,-2.4833,-2.0661
2586,-1.2297,-1.0031
2587,-1.0324,-1.0406
2588,-1.6748,-1.502
2589,-1.4184,-1.328
2590,-1.7247,-1.5556
2591,-1.727,-1.4495
2592,-1.8283,-2.0855
2593,-1.2908,-1.1634
2594,-1.6544,-1.2482
2595,-1.8979,-1.8999
2596,-1.213,-1.2022
2597,-0.4165,-0.6685
2598,-1.0578,-1.0923
2599,-2.0178,-2.2059
2600,-1.3724,-1.3336
2601,-1.8899,-2.0989
2602,-1.0855,-1.3237
2603,-1.8121,-1.9046
2604,-2.1955,-2.1516
2605,-1.3635,-1.6962
2606,-1.858,-1.239
2607,-2.111,-1.6619
2608,-2.2459,-2.1873
2609,-1.8437,-1.9538
2610,-2.024,-2.4951
2611,-1.1386,-0.9138
2612,-1.7446,-1.4985
2613,-1.7634,-1.3202
2614,-2.7723,-2.8255
2615,-2.7066,-2.6513
2616,-0.979,-1.0305
2617,-1.0335,-0.9901
2618,-1.1807,-0.9311
2619,-1.523,-1.1627
2620,-2.0859,-1.983
2621,-1.8062,-1.7029
2622,-1.5017,-1.4667
2623,-2.6738,-2.4475
2624,-1.3682,-0.8492
2625,-1.2159,-0.763
2626,-1.6936,-1.6303
2627,-1.467,-2.1462
2628,-1.1738,-1.1507
2629,-1.3863,-1.2314
2630,-2.5445,-2.4446
2631,-1.9869,-2.1041
2632,-0.9132,-1.1679
2633,-1.4014,-1.4133
2634,-2.5154,-2.4847
2635,-0.5567,0.1525
2636,-1.2742,-1.2487
2637,-1.172,-0.9372
2638,-1.4595,-1.6271
2639,-1.5035,-1.2021
2640,-0.8219,-0.9043
2641,-1.3351,-1.2763
2642,-1.6694,-1.6671
2643,-2.1059,-2.3099
2644,-1.2231,-1.1538
2645,-2.2241,-2.1835
2646,-1.4571,-1.6149
2647,-1.426,-1.2962
2648,-2.0763,-2.503
2649,-1.9526,-1.8844
2650,-1.9879,-2.1762
2651,-2.1436,-1.69
2652,-1.5162,-1.2654
2653,-1.8481,-1.6203
2654,-1.8356,-2.0617
2655,-1.4032,-1.2001
2656,-1.8353,-1.5883
2657,-0.2017,-0.1416
2658,-1.6916,-1.656
2659,-1.8324,-2.0703
2660,-2.0865,-1.8231
2661,-1.3253,-1.2434
2662,-2.3362,-2.3338
2663,-1.0215,-0.8069
2664,-1.0651,-1.0967
2665,-1.9456,-2.0428
2666,-2.2438,-2.3121
2667,-1.7838,-1.915
2668,-1.8779,-2.2365
2669,-1.6695,-1.3946
2670,-1.6386,-1.7745
2671,-1.4094,-1.2562
2672,-0.9229,-1.36
2673,-1.5408,-0.8887
2674,-2.0587,-2.0737
2675,-1.7524,-1.7375
2676,-2.0197,-2.0597
2677,-1.5199,-1.6101
2678,-1.205,-0.8617
2679,-2.9414,-2.6268
2680,-1.4451,-1.2388
2681,-1.7495,-1.4284
2682,-0.7537,-0.7045
2683,-1.8356,-1.8578
2684,-1.6084,-1.743
2685,-1.3332,-1.8842
2686,-0.9716,-0.8069
2687,-1.868,-1.3499
2688,-1.8545,-1.6354
2689,-1.3612,-1.7374
2690,-0.8711,-0.6906
2691,-1.9716,-1.9801
2692,-1.8044,-1.5425
2693,-1.2024,-1.0914
2694,-2.1308,-2.2989
2695,-1.2256,-1.8554
2696,-1.7069,-1.189
2697,-2.2561,-2.0712
2698,-2.0137,-2.0793
2699,-1.8074,-1.2219
2700,-2.0402,-1.8594
2701,-1.6297,-2.1169
2702,-1.2688,-1.3352
2703,-1.5108,-1.4539
2704,-1.7362,-2.0402
2705,-1.9077,-1.5717
2706,-0.8103,-1.0366
2707,-1.6944,-1.7807
2708,-2.3447,-2.1707
2709,-0.5227,-0.8572
2710,-1.3311,-1.3185
2711,-2.0362,-1.8827
2712,-1.2116,-0.9242
2713,-1.2966,-1.4074
2714,-1.7474,-1.7749
2715,-2.1701,-2.3906
2716,-2.3815,-2.9647
2717,-0.7386,-0.5542
2718,-1.5297,-1.4327
2719,-1.5025,-1.0397
2720,-1.6958,-1.9497
2721,-1.2895,-0.9345
2722,-0.0922,-0.1461
2723,-1.2527,-1.2769
2724,-1.1841,-1.2442
2725,-1.5309,-1.5662
2726,-1.216,-1.5025
2727,-1.7634,-1.6041
2728,-1.0678,-0.9705
2729,-1.8796,-1.6321
2730,-1.6527,-1.8387
2731,-1.4967,-1.7608
2732,-1.6756,-1.7367
2733,-2.2584,-1.7674
2734,-0.7794,-0.5995
2735,-0.8788,-1.0684
2736,-1.7912,-1.8954
2737,-0.9766,-1.4226
2738,-1.0456,-0.7194
2739,-1.1818,-1.4949
2740,-2.0364,-1.8385
2741,-1.0827,-0.9094
2742,-2.0436,-1.7608
2743,-1.8717,-1.6744
2744,-1.7419,-1.4628
2745,-1.963,-1.7607
2746,-1.0494,-0.6076
2747,-0.7947,-0.7353
2748,-2.1576,-2.1388
2749,-1.4727,-1.5204
2750,-0.882,-0.8354
2751,-0.6457,-0.5058
2752,-2.0057,-2.4133
2753,-2.2126,-1.9759
2754,-2.3331,-2.4528
2755,-1.5856,-1.6626
2756,-1.3104,-1.1774
2757,-2.1096,-2.0302
2758,-1.3897,-1.2345
2759,-1.4373,-1.4711
2760,-1.7194,-1.5486
2761,-1.8197,-1.5552
2762,-1.5588,-1.6219
2763,-2.227,-1.6263
2764,-1.8037,-1.4746
2765,-1.8166,-2.0334
2766,-1.8563,-1.5863
2767,-1.07,-1.0889
2768,-1.3683,-0.9747
2769,-1.1518,-1.0939
2770,-2.3858,-1.91
2771,-1.2998,-1.3552
2772,-1.8505,-2.0639
2773,-2.8513,-2.7216
2774,-1.3418,-1.2511
2775,-0.8485,-0.6419
2776,-2.145,-1.9832
2777,-2.3203,-2.4135
2778,-1.2831,-1.316
2779,-1.5344,-1.6645
2780,-2.3054,-1.9731
2781,-1.9579,-2.169
2782,-2.1028,-1.5662
2783,-2.0929,-2.1043
2784,-1.5806,-1.3208
2785,-1.3156,-1.37
2786,-1.0441,-1.1217
2787,-1.7485,-1.8246
2788,-1.8022,-1.7368
2789,-1.8168,-1.5114
2790,-1.6781,-1.6304
2791,-0.868,-0.611
2792,-1.6065,-1.4188
2793,-1.9861,-2.2115
2794,-0.4995,-0.5486
2795,-1.5059,-1.5072
2796,-2.2999,-2.2906
2797,-1.9772,-1.7658
2798,-2.0054,-2.3381
2799,-1.8498,-1.5745
2800,-1.2943,-1.6084
2801,-2.1962,-2.2366
2802,-1.4431,-1.5621
2803,-1.0732,-1.1531
2804,-1.9193,-1.5114
2805,-1.1945,-0.7167
2806,-2.9623,-2.4632
2807,-1.3513,-1.1942
2808,-1.443,-1.2654
2809,-1.4258,-1.0524
2810,-2.3227,-2.2532
2811,-1.8183,-1.8291
2812,-1.367,-1.8712
2813,-0.9839,-0.6787
2814,-1.221,-0.8323
2815,-2.2826,-2.6216
2816,-1.7103,-1.8331
2817,-1.2178,-1.5294
2818,-1.4625,-1.7559
2819,-1.0975,-0.9818
2820,-1.1899,-0.8431
2821,-1.5533,-1.5963
2822,-1.9019,-1.8442
2823,-1.9804,-2.361
2824,-2.0882,-2.1648
2825,-0.9742,-0.9669
2826,-1.0635,-0.865
2827,-1.4245,-1.0902
2828,-1.3846,-1.4653
2829,-1.8429,-2.1892
2830,-1.7098,-1.8458
2831,-1.0544,-0.9766
2832,-1.3496,-1.5798
2833,-2.6276,-2.6621
2834,-1.1657,-0.847
2835,-1.8244,-2.0719
2836,-0.18,-0.214
2837,-1.8165,-1.8233
2838,-2.0088,-2.1124
2839,-1.2445,-1.697
2840,-1.9875,-1.8305
2841,-1.6191,-1.2037
2842,-1.8676,-1.6972
2843,-1.5666,-1.118
2844,-1.6024,-1.7303
2845,-1.4335,-1.5681
2846,-1.1204,-1.5706
2847,-1.4033,-1.7149
2848,-1.975,-1.3841
2849,-0.5568,-0.2681
2850,-1.233,-0.5766
2851,-2.2787,-2.3006
2852,-2.0343,-1.961
2853,-1.4624,-1.7909
2854,-1.6893,-1.3066
2855,-1.8216,-2.0797
2856,-1.856,-1.7922
2857,-1.4828,-1.4118
2858,-1.6388,-1.4469
2859,-1.6028,-1.5656
2860,-0.905,-0.7591
2861,-1.5926,-2.0282
2862,-0.8394,-0.9858
2863,-1.6382,-0.9087
2864,-1.2113,-1.3393
2865,-2.3079,-2.3536
2866,-1.8079,-1.7915
2867,-2.1482,-2.0272
2868,-1.7448,-1.6398
2869,-0.4252,-0.5399
2870,-1.641,-1.5699
2871,-1.5466,-1.8339
2872,-2.1744,-2.0294
2873,-1.2829,-1.3355
2874,-0.4395,-0.1922
2875,-2.0181,-2.1705
2876,-1.0854,-1.3885
2877,-1.5504,-1.2925
2878,-2.031,-1.7541
2879,-0.7944,-1.1807
2880,-1.1166,-1.3737
2881,-2.3225,-2.108
2882,-2.0193,-2.1402
2883,-1.4715,-1.0765
2884,-1.7095,-2.1204
2885,-1.8626,-1.8448
2886,-2.0455,-1.4509
2887,-0.7832,-0.9921
2888,-0.5944,-1.1385
2889,-1.446,-1.7044
2890,-0.9524,-0.7513
2891,-1.1786,-1.3619
2892,-0.9585,-1.0343
2893,-1.7066,-2.0174
2894,-2.0564,-1.7185
2895,-1.3617,-0.9885
2896,-1.9355,-2.3303
2897,-0.7552,-0.9003
2898,-1.8291,-1.5726
2899,-1.4686,-1.4171
2900,-0.9343,-0.8009
2901,-1.2727,-0.9383
2902,-1.7403,-1.4579
2903,-1.7897,-1.8234
2904,-1.643,-1.8786
2905,-1.6669,-1.6574
2906,-0.9274,-0.5513
2907,-2.0231,-1.4664
2908,-2.1186,-1.8139
2909,-1.1288,-0.8915
2910,-1.5493,-1.9376
2911,-3.0193,-3.19
2912,-1.2908,-1.5555
2913,-1.7267,-1.565
2914,-1.047,-1.5027
2915,-1.9777,-1.6964
2916,-1.8388,-1.6608
2917,-1.3281,-1.1473
2918,-1.599,-1.5292
2919,-1.7191,-1.8259
2920,-2.1201,-2.0587
2921,-1.8522,-1.467
2922,-1.8748,-1.855
2923,-1.6749,-1.5582
2924,-1.4309,-1.1938
2925,-1.8592,-1.8308
2926,-2.3232,-2.2481
2927,-1.0503,-1.2386
2928,-1.006,-0.8033
2929,-1.589,-1.759
2930,-2.25,-2.3374
2931,-0.9939,-0.6128
2932,-1.9982,-2.2525
2933,-1.1462,-1.3693
2934,-2.5112,-2.5388
2935,-1.2329,-0.9536
2936,-1.7495,-1.1478
2937,-0.9453,-0.5827
2938,-1.1949,-1.132
2939,-2.0338,-2.1449
2940,-2.3021,-2.4745
2941,-1.5112,-0.9908
2942,-0.7278,-0.9381
2943,-2.3948,-2.5165
2944,-1.0297,-1.0968
2945,-2.2714,-2.239
2946,-1.4254,-2.0387
2947,-1.5829,-1.7518
2948,-1.9985,-2.1384
2949,-2.4036,-2.6136
2950,-1.4825,-1.5464
2951,-2.0605,-2.091
2952,-2.2169,-1.9778
2953,-1.059,-1.2985
2954,-0.785,-0.5694
2955,-1.7454,-1.7646
2956,-0.9442,-0.9183
2957,-0.8421,-0.7211
2958,-1.7995,-1.8879
2959,-1.9509,-2.0022
2960,-1.4954,-1.6584
2961,-1.8723,-1.8682
2962,-1.632,-1.5335
2963,-0.9328,-1.006
2964,-2.3971,-1.9879
2965,-1.5667,-1.4194
2966,-2.3592,-2.8111
2967,-0.9958,-0.8346
2968,-1.5197,-1.6261
2969,-1.6695,-1.3998
2970,-0.6877,-0.7616
2971,-2.3777,-2.7931
2972,-0.7926,-0.6914
2973,-1.681,-1.4677
2974,-2.0499,-2.3587
2975,-0.3932,-0.7705
2976,-0.8152,-0.7067
2977,-2.2384,-2.5334
2978,-2.0747,-2.1126
2979,-1.9857,-2.2643
2980,-2.0135,-1.9217
2981,-2.2355,-2.3377
2982,-0.7948,-0.4526
2983,-1.6418,-1.2033
2984,-1.8199,-1.6796
2985,-1.8714,-2.0843
2986,-2.0115,-1.9893
2987,-1.639,-1.2253
2988,-1.7527,-1.6346
2989,-1.7797,-2.2049
2990,-2.2025,-2.0398
2991,-1.0791,-0.8039
2992,-1.7852,-2.1324
2993,-0.9292,-0.8426
2994,-1.8933,-2.0036
2995,-1.5459,-1.5613
2996,-1.371,-0.8967
2997,-0.6607,-0.3103
2998,-1.4698,-1.037
2999,-1.7479,-1.745
3000,-1.7901,-1.9323
3001,-1.88,-2.0424
3002,-1.5637,-1.7139
3003,-1.2274,-1.1919
3004,-1.4471,-1.0989
3005,-2.5533,-2.3803
3006,-0.9286,-0.8645
3007,-1.2709,-1.1908
3008,-1.8412,-2.2773
3009,-1.4458,-1.4896
3010,-1.4639,-1.4392
3011,-2.6108,-2.2535
3012,-1.9978,-2.0545
3013,-1.9923,-1.9749
3014,-1.2299,-1.6566
3015,-1.4828,-0.9517
3016,-1.4202,-1.4053
3017,-1.9183,-1.6791
3018,-1.9348,-2.2776
3019,-1.3454,-1.5826
3020,-1.6389,-1.6379
3021,-2.1275,-2.4061
3022,-1.6294,-2.1132
3023,-1.7365,-1.6233
3024,-1.2759,-1.2704
3025,-1.0997,-1.4527
3026,-0.7222,-1.3663
3027,-1.2157,-1.3446
3028,-1.9942,-1.7941
3029,-0.7246,-0.6883
3030,-2.2714,-1.8331
3031,-1.5924,-1.9774
3032,-2.271,-2.3457
3033,-1.7122,-1.5654
3034,-2.115,-2.0794
3035,-1.6616,-1.2045
3036,-1.9743,-2.0709
3037,-2.0586,-1.5194
3038,-1.7494,-1.3159
3039,-2.0224,-1.9733
3040,-2.1572,-1.9682
3041,-1.3564,-1.1162
3042,-1.5741,-1.736
3043,-1.449,-1.224
3044,-0.4515,-0.8041
3045,-1.6854,-1.5916
3046,-1.8091,-1.7432
3047,-1.8511,-1.9481
3048,-1.273,-0.9876
3049,-1.1068,-1.0123
3050,-2.029,-2.0723
3051,-1.3339,-1.0744
3052,-1.0085,-0.8819
3053,-0.4339,-0.2323
3054,-1.9769,-2.3441
3055,-1.6444,-2.0766
3056,-2.2092,-2.0374
3057,-1.0786,-1.4743
3058,-2.2575,-2.466
3059,-1.5603,-1.6187
3060,-1.2781,-1.194
3061,-2.3413,-2.0598
3062,-2.0762,-1.7184
3063,-2.1923,-1.9226
3064,-1.6925,-1.8374
3065,-2.4029,-2.7925
3066,-1.0849,-0.6308
3067,-1.7948,-2.0804
3068,-1.4807,-1.306
3069,-2.0833,-1.3852
3070,-1.9656,-1.8039
3071,-1.4458,-1.2522
3072,-1.5999,-1.1328
3073,-1.8736,-2.0276
3074,-1.8352,-1.6254
3075,-1.4901,-1.6698
3076,-1.5032,-1.2321
3077,-1.6176,-1.4644
3078,-1.2493,-1.1893
3079,-2.447,-2.363
3080,-1.522,-1.7744
3081,-1.738,-1.6978
3082,-2.2415,-2.0295
3083,-0.7228,-1.0485
3084,-0.3324,-0.1495
3085,-1.4085,-1.041
3086,-1.2365,-1.2658
3087,-2.2506,-2.1531
3088,-1.4175,-1.4808
3089,-1.5876,-1.475
3090,-1.8068,-1.9393
3091,-1.6102,-1.3323
3092,-1.7585,-1.8056
3093,-1.1934,-1.2789
3094,-1.4639,-1.7413
3095,-1.1562,-0.9141
3096,-1.7617,-2.014
3097,-1.5985,-1.6773
3098,-1.5715,-1.5199
3099,-1.7488,-1.7
3100,-0.9505,-0.6638
3101,-1.0842,-1.049
3102,-1.0184,-1.0556
3103,-0.785,-0.8297
3104,-2.274,-2.4779
3105,-1.3922,-1.1796
3106,-1.527,-1.3454
3107,-0.883,-1.1324
3108,-2.1028,-2.0905
3109,-1.3956,-1.216
3110,-1.3699,-1.322
3111,-2.9197,-2.6532
3112,-0.5357,-0.3635
3113,-2.0624,-2.2228
3114,-1.8739,-1.7894
3115,-2.5664,-2.5354
3116,-1.8334,-1.9656
3117,-1.8158,-2.0275
3118,-2.0086,-1.8314
3119,-1.7279,-2.027
3120,-1.8013,-1.7992
3121,-1.5717,-1.8142
3122,-0.6154,-0.7116
3123,-2.4458,-2.2968
3124,-1.3576,-1.5728
3125,-1.2715,-1.777
3126,-1.9938,-1.9138
3127,-1.8623,-2.0738
3128,-1.0178,-0.8616
3129,-1.9567,-1.9406
3130,-1.6028,-1.5596
3131,-1.4808,-1.3259
3132,-2.3693,-2.1647
3133,-1.5878,-1.8261
3134,-1.5353,-1.4922
3135,-1.6824,-1.4767
3136,-1.6934,-1.6944
3137,-2.2557,-2.4361
3138,-2.3671,-2.0628
3139,-2.453,-2.3464
3140,-1.0198,-1.066
3141,-1.9655,-1.8497
3142,-1.7144,-1.5082
3143,-1.9817,-1.7711
3144,-2.2381,-2.1701
3145,-1.815,-1.9925
3146,-0.9796,-1.2039
3147,-1.0556,-0.8481
3148,-1.6104,-1.8196
3149,-1.125,-1.1092
3150,-1.7461,-1.6847
3151,-1.9827,-2.4664
3152,-2.5642,-2.4788
3153,-1.1595,-0.9759
3154,-0.3798,-0.1584
3155,-1.3802,-1.2957
3156,-1.2941,-1.4518
3157,-2.2175,-2.2744
3158,-2.6289,-2.3712
3159,-1.5815,-1.7472
3160,-1.4121,-1.4423
3161,-1.5221,-1.7871
3162,-2.4249,-2.5428
3163,-1.5117,-1.5196
3164,-1.5931,-1.4551
3165,-1.717,-1.835
3166,-2.1855,-2.1071
3167,-1.9521,-1.6953
3168,-0.7503,-0.9592
3169,-1.5699,-1.3177
3170,-0.578,-0.7519
3171,-1.9815,-2.0208
3172,-2.104,-1.6249
3173,-2.0507,-2.4136
3174,-1.581,-1.6144
3175,-2.3657,-2.257
3176,-1.6536,-1.6221
3177,-1.5216,-1.5992
3178,-1.4959,-1.3761
3179,-1.7145,-1.529
3180,-0.9418,-0.9457
3181,-2.5018,-2.3356
3182,-1.001,-0.8018
3183,-1.6232,-1.7291
3184,-2.4807,-2.2385
3185,-1.3935,-1.4956
3186,-2.1671,-2.0325
3187,-1.7352,-1.7326
3188,-2.1528,-1.5771
3189,-1.34,-1.075
3190,-1.9512,-2.2525
3191,-1.5511,-2.02
3192,-1.6835,-1.7652
3193,-1.9661,-1.8181
3194,-1.0545,-0.613
3195,-0.5635,-0.7485
3196,-0.6587,-1.0721
3197,-0.9224,-1.1793
3198,-1.0539,-1.341
3199,-1.6768,-1.5771
3200,-2.1044,-1.9847
3201,-1.8094,-1.645
3202,-1.2357,-1.1344
3203,-1.1291,-1.6337
3204,-1.0052,-1.1813
3205,-2.2268,-2.1174
3206,-1.3728,-1.6109
3207,-2.1089,-2.037
3208,-1.5414,-1.6816
3209,-1.3308,-1.2462
3210,-1.6793,-1.6657
3211,-1.3951,-1.2598
3212,-1.4949,-1.8493
3213,-2.1471,-1.8904
3214,-2.5425,-2.3402
3215,-2.1246,-1.8276
3216,-2.0561,-2.1522
3217,-2.5526,-2.628
3218,-2.2156,-2.1299
3219,-2.028,-2.0029
3220,-0.9315,-1.1521
3221,-1.4095,-1.2269
3222,-1.2228,-1.1982
3223,-1.6954,-1.2819
3224,-1.6038,-1.3402
3225,-1.4983,-1.2566
3226,-0.5018,-0.5154
3227,-0.3835,-0.6645
3228,-1.1149,-1.5935
3229,-0.2447,0.0777
3230,-1.6641,-1.9171
3231,-1.4573,-1.572
3232,-1.6284,-1.9643
3233,-1.653,-1.3258
3234,-2.1249,-2.0505
3235,-1.6278,-1.5697
3236,-1.0705,-1.0231
3237,-1.5437,-1.3652
3238,-1.4713,-1.124
3239,-1.6319,-1.5178
3240,-2.3461,-2.0449
3241,-1.63,-1.3652
3242,-2.456,-2.7396
3243,-2.6503,-2.6408
3244,-1.9498,-1.7361
3245,-1.5535,-1.9155
3246,-0.827,-0.8017
3247,-1.3785,-1.1978
3248,-2.2274,-1.9861
3249,-0.9406,-1.7362
3250,-2.0995,-1.6831
3251,-1.0457,-0.8835
3252,-1.2256,-1.3528
3253,-1.5282,-1.564
3254,-0.8988,-1.1365
3255,-1.3232,-1.6611
3256,-1.6028,-1.6672
3257,-1.2691,-1.927
3258,-1.1619,-0.9456
3259,-1.8191,-1.7624
3260,-1.4962,-1.4753
3261,-2.0839,-1.9093
3262,-2.6603,-2.7868
3263,-1.5299,-1.3867
3264,-1.479,-1.8976
3265,-2.2363,-2.1009
3266,-1.5693,-1.7474
3267,-1.7391,-1.9386
3268,-1.5914,-1.2683
3269,-1.5931,-1.465
3270,-1.2602,-1.5979
3271,-1.8564,-1.4779
3272,-1.9103,-2.2371
3273,-1.0376,-1.1076
3274,-2.3083,-2.3392
3275,-1.7245,-1.5559
3276,-1.3621,-1.9465
3277,-1.7267,-1.2013
3278,-1.6569,-1.325
3279,-1.7788,-1.3498
3280,-1.3293,-1.6554
3281,-2.3441,-2.4868
3282,-2.1739,-2.3813
3283,-1.2157,-0.7929
3284,-2.1659,-1.7921
3285,-1.6519,-1.7545
3286,-2.3695,-2.1188
3287,-1.1502,-0.9653
3288,-1.447,-1.7627
3289,-1.6104,-1.4085
3290,-1.0984,-1.2958
3291,-1.9059,-1.8379
3292,-1.367,-0.9775
3293,-1.1492,-0.8672
3294,-0.6337,-0.3596
3295,-1.1312,-1.1348
3296,-1.6355,-1.9777
3297,-1.7497,-1.1565
3298,-1.6458,-1.4301
3299,-1.9284,-2.0095
3300,-2.0033,-1.8599
3301,-1.7787,-1.8747
3302,-1.0322,-0.8736
3303,-1.4473,-1.6308
3304,-1.4902,-1.9057
3305,-1.9962,-1.9698
3306,-2.2545,-2.4741
3307,-1.4429,-1.652
3308,-2.5892,-2.6494
3309,-1.3452,-1.2705
3310,-2.4557,-2.3612
3311,-1.4317,-1.415
3312,-1.3663,-1.0512
3313,-1.3207,-1.5665
3314,-1.4443,-1.7036
3315,-1.1413,-1.0398
3316,-1.9961,-2.11
3317,-2.2271,-2.3193
3318,-0.8192,-1.1994
3319,-1.9256,-1.8977
3320,-1.5071,-1.5538
3321,-1.7645,-2.0744
3322,-1.5273,-1.1107
3323,-1.1422,-0.9663
3324,-2.3084,-2.1229
3325,-1.4723,-1.3161
3326,-2.2349,-2.5446
3327,-1.0247,-1.1464
3328,-0.5631,-0.3311
3329,-1.9538,-1.9931
3330,-1.5947,-1.1967
3331,-2.0456,-1.7457
3332,-1.3999,-1.3511
