bootstrap_id,unweighted_mae_difference,weighted_mae_difference
4994,-1.8077,-1.8933
4995,-1.1869,-1.0165
4996,-0.5135,-0.7752
4997,-1.2558,-1.1874
4998,-1.6754,-1.9016
4999,-1.813,-1.6962
5000,-0.2643,-0.4945
5001,-1.5154,-1.6427
5002,-0.9808,-1.159
5003,-2.1502,-2.0979
5004,-1.3349,-1.2532
5005,-2.1026,-2.145
5006,-1.4515,-1.4304
5007,-1.1329,-1.839
5008,-2.411,-2.6091
5009,-2.3182,-2.4382
5010,-2.0258,-2.0504
5011,-1.1759,-1.5859
5012,-1.9948,-1.6001
5013,-1.9637,-2.0021
5014,-1.4898,-1.2089
5015,-1.8406,-1.6305
5016,-2.2113,-2.1507
5017,-1.9989,-1.9127
5018,-1.4896,-1.2101
5019,-1.4802,-1.6287
5020,-2.0986,-2.456
5021,-1.9028,-2.0746
5022,-1.513,-1.6584
5023,-2.0095,-1.9527
5024,0.214,-0.0065
5025,-1.6081,-1.5646
5026,-0.7944,-0.7794
5027,-1.2335,-1.0469
5028,-1.8746,-1.5905
5029,-2.2367,-1.8986
5030,-1.3052,-1.1051
5031,-1.8933,-1.6989
5032,-1.5371,-1.5024
5033,-1.0689,-1.1786
5034,-1.0897,-1.2601
5035,-1.6333,-1.7928
5036,-1.4993,-1.1851
5037,-1.7904,-1.431
5038,-1.3561,-1.1737
5039,-0.755,-1.2458
5040,-1.4231,-1.4594
5041,-1.7579,-2.2704
5042,-1.9189,-2.3326
5043,-1.6687,-1.2243
5044,-1.515,-1.7034
5045,-0.6954,-0.867
5046,-0.7317,-0.661
5047,-1.3393,-1.4622
5048,-1.6156,-1.5399
5049,-1.3219,-1.2685
5050,-2.2511,-2.3876
5051,-1.3479,-0.9339
5052,-1.3545,-1.0937
5053,-1.7905,-1.8014
5054,-1.3145,-1.3309
5055,-1.5188,-1.6246
5056,-2.3032,-1.8404
5057,-1.4081,-1.1888
5058,-2.4734,-2.0917
5059,-2.1323,-2.0179
5060,-1.4119,-0.7425
5061,-1.8305,-1.4799
5062,-0.7338,-0.7539
5063,-1.8642,-1.8612
5064,-1.638,-1.4068
5065,-2.0032,-2.0606
5066,-1.2075,-1.2443
5067,-1.7358,-1.9732
5068,-1.9945,-2.0463
5069,-1.4241,-1.414
5070,-1.8833,-1.4955
5071,-1.4967,-1.6365
5072,-1.8299,-1.6292
5073,-1.7942,-1.4519
5074,-0.5407,-0.4966
5075,-1.8088,-1.3514
5076,-2.4461,-2.5976
5077,-1.793,-1.6096
5078,-1.3312,-1.5182
5079,-1.6572,-1.591
5080,-2.1331,-2.1062
5081,-1.7183,-1.588
5082,-0.9198,-0.8033
5083,-1.7227,-1.6329
5084,-1.9574,-1.9532
5085,-0.6027,-0.5843
5086,-1.8909,-1.8062
5087,-2.3329,-2.2929
5088,-1.1494,-1.6414
5089,-1.2796,-1.2442
5090,-2.3457,-2.359
5091,-2.2754,-2.53
5092,-1.8499,-1.5353
5093,-1.0951,-0.8597
5094,-1.542,-1.6245
5095,-1.149,-1.3364
5096,-0.9889,-0.9595
5097,-1.7801,-1.5924
5098,-1.6322,-1.2471
5099,-1.1234,-0.6407
5100,-1.7666,-1.6331
5101,-2.1165,-1.9714
5102,-1.2448,-1.2535
5103,-0.9577,-0.5653
5104,-1.0519,-0.6488
5105,-0.6767,-0.6367
5106,-1.3657,-1.2437
5107,-1.2412,-1.3691
5108,-1.1355,-1.2023
5109,-1.285,-1.4462
5110,-1.5527,-1.825
5111,-1.5432,-1.0047
5112,-1.425,-1.3266
5113,-1.3189,-0.6368
5114,-2.0402,-1.9415
5115,-0.3178,-0.3336
5116,-0.9013,-0.7322
5117,-1.7344,-1.9166
5118,-1.3335,-0.851
5119,-1.6953,-1.8694
5120,-1.7118,-2.1193
5121,-2.8902,-2.539
5122,-2.1764,-1.6841
5123,-2.1379,-2.3692
5124,-1.2935,-1.0858
5125,-1.652,-1.8404
5126,-0.8017,-0.556
5127,-1.7666,-1.9042
5128,-2.1127,-2.3974
5129,-1.3297,-1.479
5130,-1.7521,-1.7848
5131,-1.8386,-1.9505
5132,-1.4838,-1.8359
5133,-1.5051,-1.6252
5134,-0.7679,-0.6997
5135,-1.58,-1.3839
5136,-1.6269,-1.5434
5137,-1.5714,-1.9495
5138,-2.0882,-1.7769
5139,-2.3421,-2.0369
5140,-1.6368,-1.8279
5141,-1.1208,-1.5417
5142,-1.1875,-1.0158
5143,-1.3603,-1.4051
5144,-1.8274,-1.8937
5145,-1.7995,-2.2817
5146,-1.1059,-1.8049
5147,-2.0792,-2.1999
5148,-1.7769,-1.8674
5149,-1.4045,-1.3458
5150,-0.6193,-0.2368
5151,-1.6974,-1.5879
5152,-1.0673,-0.6056
5153,-1.4725,-1.3877
5154,-1.7849,-1.4615
5155,-1.938,-1.8706
5156,-0.3176,-0.0951
5157,-1.6323,-1.7664
5158,-1.5661,-1.6685
5159,-2.3452,-2.4601
5160,-1.8751,-1.9397
5161,-0.7664,-0.9342
5162,-1.4232,-1.2486
5163,-1.8274,-2.2535
5164,-1.5759,-2.0231
5165,-1.9374,-1.8795
5166,-1.4436,-1.5281
5167,-0.9625,-0.8588
5168,-1.3455,-1.1058
5169,-2.0434,-1.7848
5170,-0.5986,-1.0215
5171,-1.6756,-1.849
5172,-1.4381,-1.0742
5173,-2.3114,-2.1436
5174,-1.2266,-1.2753
5175,-1.3484,-1.5727
5176,-1.477,-1.4223
5177,-1.58,-1.2075
5178,-1.6132,-1.1731
5179,-1.8877,-1.9118
5180,-2.0511,-2.0297
5181,-1.3511,-1.3996
5182,-1.6188,-1.5535
5183,-1.7793,-1.571
5184,-1.7673,-1.8712
5185,-1.3135,-1.4457
5186,-0.531,-0.533
5187,-1.2715,-1.3106
5188,-0.8221,-0.731
5189,-2.053,-2.1516
5190,-1.0278,-1.2076
5191,-2.371,-2.2112
5192,-1.8157,-2.0852
5193,-1.0644,-0.9909
5194,-1.3272,-1.1026
5195,-1.6696,-1.7959
5196,-0.1195,-0.534
5197,-2.1105,-2.1403
5198,-2.3494,-1.8004
5199,-2.0372,-1.7026
5200,-1.6515,-1.912
5201,-1.4612,-1.4422
5202,-2.6309,-2.2452
5203,-1.7801,-1.583
5204,-2.0347,-1.9739
5205,-2.5561,-2.7729
5206,-1.2341,-1.2412
5207,-1.2727,-0.845
5208,-2.1412,-2.1054
5209,-2.3327,-2.4331
5210,-2.0933,-1.8522
5211,-0.6662,-0.5741
5212,-1.785,-1.7341
5213,-1.3082,-1.4379
5214,-2.2291,-2.2678
5215,-1.2852,-1.2706
5216,-1.8062,-1.6576
5217,-1.3963,-1.6411
5218,-1.0783,-1.399
5219,-1.7353,-1.6439
5220,-2.082,-2.3874
5221,-1.3377,-1.297
5222,-1.779,-1.3216
5223,-2.4543,-2.1399
5224,-1.0324,-1.1054
5225,-1.4643,-1.2925
5226,-1.7055,-1.6068
5227,-2.556,-2.1056
5228,-1.3765,-1.2022
5229,-1.9615,-1.5895
5230,-2.2477,-2.4279
5231,-2.2486,-2.2137
5232,-0.9093,-1.1401
5233,-1.1916,-1.0405
5234,-2.2303,-2.4148
5235,-2.0499,-1.6693
5236,-1.3002,-1.5836
5237,-0.4966,-0.416
5238,-1.2111,-1.1909
5239,-1.0369,-0.9403
5240,-1.7576,-1.5761
5241,-2.1925,-2.3523
5242,-1.0347,-1.0091
5243,-1.1554,-1.0919
5244,-1.7422,-1.9137
5245,-1.7055,-1.8658
5246,-1.3752,-1.6252
5247,-1.4997,-1.0947
5248,-1.4102,-1.2849
5249,-1.6076,-1.3993
5250,-1.4579,-1.4559
5251,-2.1168,-2.0678
5252,-1.8634,-1.2281
5253,-1.5403,-1.6692
5254,-2.739,-2.6984
5255,-2.4767,-2.2071
5256,-1.2413,-1.359
5257,-1.5543,-1.6671
5258,-1.5937,-2.1192
5259,-1.827,-2.3596
5260,-1.6106,-1.3968
5261,-1.7998,-1.6965
5262,-1.6381,-1.152
5263,-1.8744,-1.5946
5264,-1.3343,-1.723
5265,-1.2813,-1.444
5266,-1.1616,-1.0323
5267,-1.4672,-1.2944
5268,-1.4653,-1.3584
5269,-1.9095,-2.5133
5270,-2.207,-2.3018
5271,-1.7363,-1.5728
5272,-1.7491,-1.9382
5273,-2.0694,-1.9565
5274,-1.7591,-1.8648
5275,-1.9138,-1.7143
5276,-0.8448,-0.5814
5277,-1.0994,-1.3292
5278,-1.2889,-1.3848
5279,-1.2557,-1.6294
5280,-0.9166,-0.9776
5281,-1.4203,-1.4613
5282,-0.8116,-0.7531
5283,-1.0713,-0.7628
5284,-1.1883,-1.3849
5285,-0.4732,-0.6775
5286,-1.9358,-1.847
5287,-1.5281,-1.3067
5288,-1.2519,-1.3173
5289,-2.1979,-1.8727
5290,-1.1392,-0.8621
5291,-1.7924,-1.6994
5292,-2.0039,-1.7234
5293,-2.023,-2.3466
5294,-2.4829,-2.1951
5295,-1.9257,-1.6993
5296,-2.1523,-2.099
5297,-1.8044,-1.8801
5298,-1.3955,-1.6749
5299,-2.2438,-2.1121
5300,-0.9969,-1.2158
5301,-2.6076,-2.6411
5302,-1.1955,-1.7956
5303,-1.8813,-1.5497
5304,-2.1918,-1.9228
5305,-1.1327,-1.0257
5306,-1.4239,-0.964
5307,-1.457,-1.379
5308,-2.0473,-1.6361
5309,-1.3894,-1.1437
5310,-1.6097,-1.4264
5311,-1.7835,-1.3462
5312,-2.1338,-2.3827
5313,-2.4801,-2.2159
5314,-2.4523,-2.5396
5315,-1.437,-1.4078
5316,-0.8498,-1.0825
5317,-2.1364,-2.2573
5318,-1.7742,-1.588
5319,-1.7355,-1.5979
5320,-1.6391,-1.3875
5321,-1.4487,-1.32
5322,-2.1425,-1.9719
5323,-1.9788,-1.3267
5324,-2.0453,-1.7778
5325,-1.7839,-1.7288
5326,-1.5929,-1.902
5327,-1.9752,-2.0173
5328,-1.2995,-1.3719
5329,-1.9335,-2.2564
5330,-1.3299,-1.4254
5331,-1.1444,-1.0486
5332,-1.4166,-1.3168
5333,-1.7742,-1.7209
5334,-1.1176,-1.0522
5335,-0.8088,-0.4159
5336,-1.2814,-1.1836
5337,-2.3666,-2.3837
5338,-1.579,-1.8424
5339,-1.3795,-1.3546
5340,-1.3046,-1.798
5341,-1.8281,-1.7508
5342,-0.4021,-0.4063
5343,-1.5409,-1.4379
5344,-1.4802,-1.3842
5345,-1.4924,-0.8699
5346,-1.3957,-1.1604
5347,-1.295,-1.3407
5348,-3.287,-3.0181
5349,-1.4965,-1.3329
5350,-0.9058,-0.9827
5351,-1.3903,-1.0636
5352,-1.1694,-1.4033
5353,-2.6786,-2.4494
5354,-1.1048,-0.5197
5355,-1.6683,-1.5194
5356,-1.3965,-1.069
5357,-1.6073,-1.5525
5358,-1.7003,-1.9074
5359,-1.6559,-1.1912
5360,-1.3816,-1.4665
5361,-1.1763,-1.2026
5362,-1.0817,-0.8525
5363,-2.0604,-1.9052
5364,-0.5167,-0.6391
5365,-1.3639,-1.0778
5366,-2.1665,-2.1095
5367,-1.8777,-1.9275
5368,-1.6411,-1.4196
5369,-1.0113,-0.9664
5370,-1.3731,-1.4322
5371,-0.9329,-0.8974
5372,-2.4498,-2.3207
5373,-1.6677,-1.8378
5374,-1.0228,-1.1817
5375,-0.8851,-0.6722
5376,-1.1739,-1.1415
5377,-1.1879,-1.2905
5378,-0.7553,-0.8015
5379,-2.3187,-2.601
5380,-1.3223,-1.3252
5381,-1.411,-1.5587
5382,-1.7142,-1.5196
5383,-1.4692,-1.5625
5384,-1.6962,-1.8203
5385,-2.119,-2.0529
5386,-0.6371,-0.6954
5387,-2.2268,-2.051
5388,-0.2988,-0.213
5389,-0.9377,-0.8318
5390,-2.1162,-1.6757
5391,-1.272,-1.3748
5392,-1.8473,-1.9935
5393,-1.6892,-1.8707
5394,-1.7355,-2.1301
5395,-1.5217,-1.5001
5396,-1.3814,-1.6552
5397,-1.8048,-1.9704
5398,-2.0734,-2.0081
5399,-1.2476,-1.8154
5400,-1.9862,-1.8212
5401,-1.0434,-0.9622
5402,-1.0988,-1.3789
5403,-1.7887,-2.4353
5404,-1.3068,-1.1025
5405,-1.4965,-1.7726
5406,-1.1641,-1.6922
5407,-1.6595,-1.5736
5408,-2.0255,-2.0095
5409,-1.7669,-1.6083
5410,-1.5516,-1.9154
5411,-2.1555,-2.3636
5412,-2.2654,-2.0138
5413,-1.8015,-1.5436
5414,-1.6111,-1.536
5415,-1.3843,-1.2288
5416,-1.3341,-1.4798
5417,-1.7053,-1.63
5418,-1.6951,-1.496
5419,-1.3627,-1.593
5420,-0.7759,-0.6293
5421,-1.6891,-1.7685
5422,-1.3193,-1.3583
5423,-1.8596,-1.6844
5424,-1.7132,-1.3784
5425,-2.1334,-1.846
5426,-2.2172,-2.1813
5427,-1.3778,-1.439
5428,-1.5652,-1.4027
5429,-1.7649,-1.7186
5430,-2.2099,-2.0717
5431,-2.0622,-2.7924
5432,-1.799,-1.9307
5433,-2.0689,-1.9913
5434,-1.0476,-0.7309
5435,-1.755,-1.8997
5436,-1.1794,-1.0194
5437,-1.4785,-1.7174
5438,-1.3805,-1.3786
5439,-1.7382,-1.2526
5440,-1.729,-1.5724
5441,-2.008,-2.1163
5442,-1.2525,-1.2644
5443,-1.7431,-1.9596
5444,-2.0527,-2.2307
5445,-1.2527,-1.4726
5446,-2.1969,-1.7532
5447,-1.7259,-1.6724
5448,-1.683,-1.9275
5449,-1.1627,-1.1328
5450,-0.7875,-0.7749
5451,-1.0529,-0.9255
5452,-2.1889,-2.226
5453,-2.8152,-2.6265
5454,-1.8282,-2.2258
5455,-1.3607,-1.2987
5456,-1.9125,-1.681
5457,-1.7294,-1.5275
5458,-1.2172,-1.1328
5459,-2.0136,-1.8643
5460,-1.7022,-1.4541
5461,-2.3011,-2.3639
5462,-0.7512,-0.7588
5463,-2.1869,-1.8114
5464,-1.1591,-1.3226
5465,-2.7905,-2.8629
5466,-2.2575,-1.6149
5467,-1.6778,-1.759
5468,-1.3067,-1.4523
5469,-2.2939,-2.3684
5470,-1.672,-1.8253
5471,-2.0248,-1.9755
5472,-1.5161,-1.2231
5473,-1.8686,-1.6684
5474,-0.8845,-0.6565
5475,-1.1582,-0.9102
5476,-2.0512,-2.3018
5477,-2.3483,-2.7508
5478,-0.7635,-0.9074
5479,-1.9503,-1.5803
5480,-0.9276,-0.8224
5481,-0.938,-1.2911
5482,-1.5188,-1.5726
5483,-0.9773,-0.9776
5484,-1.2654,-1.2598
5485,-1.8769,-1.9816
5486,-1.1789,-0.9134
5487,-1.3791,-0.8676
5488,-1.4467,-1.4799
5489,-2.4769,-2.1581
5490,-2.2925,-2.1568
5491,-1.5581,-2.0868
5492,-1.577,-1.4494
5493,-1.5821,-1.9877
5494,-1.1188,-1.5388
5495,-1.8804,-1.9394
5496,-1.5767,-1.1904
5497,-1.7904,-1.5536
5498,-1.9777,-2.2007
5499,-1.7632,-1.7232
5500,-1.3796,-1.3498
5501,-1.7154,-1.8523
5502,-1.3844,-1.4264
5503,-0.7522,-0.6862
5504,-2.2327,-2.0008
5505,-1.618,-1.3433
5506,-2.6955,-2.6433
5507,-1.9183,-1.7444
5508,-1.317,-1.6683
5509,-1.0249,-0.8949
5510,-0.974,-0.6105
5511,-2.8637,-2.8079
5512,-1.6816,-1.5889
5513,-1.7107,-1.6412
5514,-1.1665,-1.1648
5515,-1.6039,-1.8481
5516,-0.859,-1.4698
5517,-1.5769,-1.4008
5518,-1.406,-1.3406
5519,-1.9055,-2.1551
5520,-1.2674,-1.1818
5521,-1.119,-1.2309
5522,-1.086,-1.0604
5523,-0.6925,-0.9401
5524,-1.3729,-1.672
5525,-1.5317,-1.6723
5526,-2.1527,-2.2757
5527,-1.2214,-1.7512
5528,-1.6574,-1.8164
5529,-1.3732,-1.6113
5530,-1.1039,-1.0476
5531,-1.4209,-1.4977
5532,-2.01,-2.0395
5533,-1.642,-1.2529
5534,-0.1846,-0.3251
5535,-1.2178,-0.9766
5536,-1.6532,-1.4716
5537,-2.1762,-2.6696
5538,-0.7346,-0.8884
5539,-1.9251,-2.0908
5540,-1.0111,-0.9538
5541,-2.0651,-2.0159
5542,-1.3545,-1.5201
5543,-1.9896,-1.9548
5544,-0.9476,-0.6872
5545,-1.8978,-2.093
5546,-1.9484,-1.4333
5547,-0.7825,-0.8039
5548,-2.4558,-2.4359
5549,-1.2266,-1.1075
5550,-1.9662,-1.6907
5551,-1.1476,-1.0718
5552,-0.737,-0.6213
5553,-1.3026,-1.2239
5554,-1.2095,-1.4511
5555,-1.7042,-1.7164
5556,-1.3144,-1.1242
5557,-2.01,-1.6931
5558,-1.3335,-1.1708
5559,-1.1884,-1.5529
5560,-2.2576,-2.201
5561,-1.5625,-1.214
5562,-1.6693,-1.9252
5563,-2.751,-2.8584
5564,-1.5832,-1.1593
5565,-1.5354,-1.4482
5566,-2.2333,-2.1221
5567,-1.3742,-1.1236
5568,-2.1974,-1.9972
5569,-1.9213,-1.7877
5570,-1.9153,-2.0825
5571,-2.1203,-1.9954
5572,-0.5276,-0.3674
5573,-1.5125,-1.3776
5574,-2.5065,-2.3035
5575,-2.1908,-2.5326
5576,-1.4123,-1.2649
5577,-2.1082,-2.2364
5578,-2.1842,-2.3947
5579,-1.951,-2.1617
5580,-1.8402,-1.6021
5581,-1.3131,-1.4264
5582,-1.3508,-1.2589
5583,-1.4668,-1.2915
5584,-1.3872,-1.1418
5585,-1.625,-1.6496
5586,-2.8517,-2.7794
5587,-1.4427,-1.5734
5588,-1.649,-1.7669
5589,-1.0061,-0.6203
5590,-1.4021,-1.3749
5591,-2.0208,-1.8553
5592,-2.3611,-2.286
5593,-1.4511,-1.8007
5594,-1.1609,-1.2082
5595,-1.5586,-1.4273
5596,-1.3418,-1.4709
5597,-1.1757,-1.3341
5598,-2.3991,-2.2104
5599,-1.9004,-1.7627
5600,-1.2518,-1.8103
5601,-1.4114,-1.4018
5602,-1.3812,-1.2103
5603,-1.171,-1.2655
5604,-1.7072,-1.8436
5605,-2.0851,-2.2224
5606,-1.5169,-1.7362
5607,-1.5456,-1.2945
5608,-2.0103,-2.0222
5609,-2.7497,-2.4614
5610,-0.9425,-0.8123
5611,-1.4287,-1.5836
5612,-0.7511,-0.952
5613,-1.8006,-1.6974
5614,-2.0378,-1.6004
5615,-0.7808,-0.828
5616,-1.744,-1.4093
5617,-2.0885,-1.6145
5618,-0.8367,-1.3252
5619,-0.8389,-0.6617
5620,-1.3664,-1.4424
5621,-1.3311,-1.3248
5622,-1.9478,-1.9954
5623,-1.7843,-1.5916
5624,-1.5608,-1.9145
5625,-1.7919,-1.6682
5626,-1.9912,-1.598
5627,-2.6806,-2.2055
5628,-1.6261,-1.3668
5629,-1.8556,-2.0598
5630,-2.0899,-1.7414
5631,-1.3019,-1.3731
5632,-2.2678,-2.0943
5633,-1.751,-1.415
5634,-1.7684,-1.8251
5635,-0.3798,-0.1738
5636,-1.7343,-2.1861
5637,-1.5217,-1.2675
5638,-1.0456,-1.0966
5639,-2.0133,-1.9887
5640,-2.4521,-2.6243
5641,-2.0437,-2.1964
5642,-0.7567,-0.7313
5643,-1.8365,-2.1108
5644,-1.1906,-1.3022
5645,-1.622,-1.0414
5646,-1.6635,-1.7891
5647,-1.3707,-1.3069
5648,-2.1512,-1.9334
5649,-1.432,-1.499
5650,-1.2144,-1.2622
5651,-1.1926,-1.4587
5652,-0.9838,-0.3052
5653,-1.0193,-1.099
5654,-2.2833,-2.0121
5655,-1.9963,-1.8514
5656,-1.254,-0.7681
5657,-1.9121,-1.8672
5658,-1.6087,-1.667
5659,-1.9857,-1.8885
5660,-1.8691,-1.8376
5661,-1.677,-1.9491
5662,-1.1201,-1.194
5663,-1.3268,-1.3492
5664,-2.0745,-2.2211
5665,-1.4887,-1.5388
5666,-1.1554,-1.2549
5667,-2.2778,-2.2902
5668,-1.0176,-1.0879
5669,-1.9918,-1.9213
5670,-1.66,-1.7201
5671,-1.4604,-1.026
5672,-1.3475,-1.3812
5673,-2.1636,-2.0351
5674,-1.5533,-1.3064
5675,-1.6816,-1.7144
5676,-0.9694,-0.9949
5677,-1.0041,-1.3323
5678,-1.3052,-1.1815
5679,-2.2715,-2.7288
5680,-1.6743,-2.149
5681,-1.773,-1.3983
5682,-1.1602,-1.0966
5683,-1.766,-1.5885
5684,-2.402,-2.1814
5685,-1.7795,-1.7113
5686,-1.9647,-1.4232
5687,-1.9591,-2.0446
5688,-1.3411,-1.1919
5689,-1.6107,-1.805
5690,-1.6432,-1.8404
5691,-1.5385,-1.5431
5692,-1.5092,-1.6855
5693,-1.7245,-1.7027
5694,-2.0027,-1.8244
5695,-2.0266,-2.2186
5696,-1.8184,-1.6899
5697,-2.3505,-2.1802
5698,-1.5545,-1.7752
5699,-0.7745,-1.0613
5700,-0.6811,-0.536
5701,-1.3235,-1.1666
5702,-0.9614,-1.027
5703,-1.2374,-1.3191
5704,-1.9058,-1.494
5705,-1.1352,-0.9503
5706,-1.6293,-1.5251
5707,-1.275,-1.363
5708,-1.3619,-1.1993
5709,-0.5764,-0.5721
5710,-1.9493,-2.5038
5711,-0.6077,-0.4469
5712,-2.2115,-2.319
5713,-1.8431,-1.6036
5714,-1.9089,-1.9497
5715,-2.5221,-2.2552
5716,-1.2291,-1.1109
5717,-0.7811,-0.4826
5718,-1.6647,-1.5694
5719,-1.3669,-1.1773
5720,-1.1302,-1.1758
5721,-2.211,-2.2518
5722,-1.6002,-1.5251
5723,-1.7762,-1.3609
5724,-0.9869,-1.3867
5725,-1.2323,-1.8126
5726,-1.5725,-1.6197
5727,-1.2181,-1.2342
5728,-1.5217,-1.5267
5729,-1.4379,-1.5331
5730,-1.5653,-1.2208
5731,-1.9779,-1.9267
5732,-2.0847,-1.7565
5733,-1.8353,-1.4877
5734,-2.343,-2.2335
5735,-2.6435,-2.2052
5736,-2.4286,-2.491
5737,-1.0345,-1.1266
5738,-0.613,-0.3519
5739,-1.0436,-0.8162
5740,-1.1828,-1.0892
5741,-2.1051,-2.1444
5742,-1.5368,-1.3338
5743,-2.3741,-2.3235
5744,-0.7767,-0.7073
5745,-2.1849,-2.5333
5746,-1.3274,-1.3731
5747,-1.7795,-1.2327
5748,-1.4199,-1.4782
5749,-1.4111,-1.1086
5750,-1.2965,-1.0991
5751,-1.7978,-1.5301
5752,-1.464,-1.1689
5753,-1.6999,-1.7123
5754,-1.8351,-1.4776
5755,-1.2767,-1.1086
5756,-1.7496,-1.8494
5757,-1.3065,-1.009
5758,-1.4055,-1.8192
5759,-2.4682,-2.2551
5760,-1.7522,-1.4249
5761,-1.0514,-0.8582
5762,-2.1765,-1.925
5763,-1.7334,-1.357
5764,-1.8612,-1.3733
5765,-2.1194,-2.06
5766,-2.0209,-2.4837
5767,-1.4125,-1.2093
5768,-2.3046,-2.168
5769,-1.4003,-1.4195
5770,-1.7079,-2.2991
5771,-1.5046,-2.0473
5772,-2.3276,-2.3348
5773,-2.002,-1.997
5774,-1.0771,-1.5205
5775,-0.2331,-0.4235
5776,-1.0285,-1.1231
5777,-1.6545,-1.7225
5778,-0.5507,-0.442
5779,-1.0489,-0.8356
5780,-1.5145,-1.3416
5781,-1.3275,-1.2818
5782,-1.401,-1.1977
5783,-1.3993,-1.0911
5784,-0.8644,-0.6562
5785,-1.3284,-1.339
5786,-1.3153,-0.9448
5787,-1.6176,-1.5731
5788,-1.7957,-1.8727
5789,-1.4939,-1.2876
5790,-1.8602,-1.5204
5791,-2.2102,-1.9689
5792,-2.3638,-2.1879
5793,-1.6273,-1.4164
5794,-1.5887,-1.422
5795,-1.3381,-1.6288
5796,-1.7011,-1.4218
5797,-1.2572,-0.7451
5798,-1.5456,-1.8084
5799,-1.5936,-1.7458
5800,-1.6099,-1.9038
5801,-1.6589,-1.7832
5802,-0.7973,-1.0159
5803,-0.9204,-1.0691
5804,-0.3875,-0.4637
5805,-1.8146,-2.3613
5806,-1.0318,-0.9922
5807,-0.4272,-0.4542
5808,-2.0233,-2.0299
5809,-1.0938,-0.923
5810,-1.8269,-1.6239
5811,-1.6955,-1.7703
5812,-1.9665,-1.8582
5813,-1.3987,-1.0976
5814,-1.7586,-2.2196
5815,-1.7494,-1.4781
5816,-1.3901,-0.9026
5817,-1.2195,-1.4515
5818,-0.3767,-0.4328
5819,-2.2208,-2.1029
5820,-1.0751,-1.0647
5821,-2.0767,-2.5681
5822,-1.8006,-1.3517
5823,-1.9091,-2.1739
5824,-1.7754,-1.8196
5825,-1.9018,-1.765
5826,-1.6533,-1.7036
5827,-1.6668,-2.0738
5828,-2.3528,-2.1367
5829,-1.3195,-1.2766
5830,-1.6566,-1.9235
5831,-0.3394,-0.3186
5832,-0.8265,-0.686
5833,-2.0375,-1.6909
5834,-1.0653,-1.1911
5835,-2.0367,-2.0167
5836,-1.1665,-1.2629
5837,-1.8025,-1.8594
5838,-2.1089,-1.9182
5839,-2.1994,-2.2208
5840,-2.1375,-1.658
5841,-1.6589,-2.1207
5842,-1.9883,-1.452
5843,-1.7141,-1.7152
5844,-2.2766,-2.3841
5845,-2.3637,-2.2293
5846,-1.621,-1.7063
5847,-1.3804,-1.0729
5848,-2.4932,-2.2241
5849,-1.0016,-0.8943
5850,-2.2003,-2.1138
5851,-1.4159,-1.5185
5852,-1.6027,-1.694
5853,-1.163,-1.5555
5854,-2.0763,-1.6293
5855,-2.1807,-2.0054
5856,-1.8028,-2.0223
5857,-1.5962,-1.5836
5858,-1.9779,-2.0285
5859,-1.7573,-1.7314
5860,-2.0969,-1.9985
5861,-1.9593,-1.684
5862,-2.3215,-2.3738
5863,-0.3909,-0.3563
5864,-1.4325,-1.6091
5865,-1.495,-1.6096
5866,-2.2852,-2.1882
5867,-1.5246,-1.3316
5868,-1.9456,-1.78
5869,-1.0914,-1.1123
5870,-1.455,-1.1865
5871,-1.6086,-1.4587
5872,-1.9033,-1.851
5873,-1.4569,-1.7891
5874,-1.4816,-1.5341
5875,-2.1334,-2.194
5876,-1.2467,-1.706
5877,-2.0209,-1.7471
5878,-1.9706,-1.9057
5879,-0.8404,-0.9006
5880,-1.1794,-0.85
5881,-2.9488,-2.5372
5882,-0.8155,-0.6222
5883,-1.2651,-1.2592
5884,-1.6174,-1.306
5885,-1.6062,-1.405
5886,-1.8306,-1.8627
5887,-2.0352,-2.288
5888,-1.8597,-1.977
5889,-1.8278,-1.4938
5890,-1.7615,-1.2907
5891,-1.1878,-1.2164
5892,-1.5357,-1.48
5893,-2.3251,-2.3486
5894,-0.5722,-0.3608
5895,-0.9116,-0.9059
5896,-1.8838,-1.7497
5897,-1.5336,-1.4176
5898,-2.1493,-2.0926
5899,-0.5113,-0.5838
5900,-1.4176,-1.4365
5901,-1.8933,-1.7498
5902,-1.9443,-1.7813
5903,-1.9057,-1.898
5904,-2.105,-2.1394
5905,-0.8649,-0.9473
5906,-0.7376,-0.6606
5907,-1.6226,-1.9018
5908,-2.4844,-2.3128
5909,-1.7986,-2.0148
5910,-1.8745,-2.1772
5911,-1.9273,-1.6132
5912,-1.197,-1.2694
5913,-2.1155,-1.7814
5914,-1.4296,-1.7406
5915,-1.4569,-1.7949
5916,-1.1599,-1.0383
5917,-1.4966,-1.5006
5918,-1.9063,-2.1357
5919,-0.8547,-1.1454
5920,-1.8286,-1.6366
5921,-1.5318,-1.5286
5922,-1.139,-1.355
5923,-2.2276,-2.2706
5924,-1.5426,-1.4907
5925,-1.6456,-1.7391
5926,-1.7218,-2.0165
5927,-2.1089,-2.0896
5928,-1.483,-1.4201
5929,-1.468,-1.2696
5930,-1.5261,-1.1992
5931,-1.1381,-1.4462
5932,-0.9368,-0.4381
5933,-1.516,-1.6798
5934,-1.5437,-1.3083
5935,-1.774,-1.8561
5936,-1.2526,-1.7198
5937,-1.0619,-0.8539
