icb_code,predictor_period,target_year,hba1c,blood_pressure,cholesterol,serum_creatinine,urine_albumin,foot_surveillance,bmi,smoking,all_eight_care_processes,hba1c_le_48_mmol_mol_6_5pct,hba1c_le_53_mmol_mol_7_0pct,hba1c_le_58_mmol_mol_7_5pct,hba1c_le_75_mmol_mol_9_0pct,hba1c_le_86_mmol_mol_10_0pct,blood_pressure_le_140_80,all_three_treatment_targets,primary_prevention_on_statins_without_cvd_history,secondary_prevention_on_statins_with_cvd_history,combined_prevention_on_statins
QWO,2019_20,2021,95.81544701706946,96.42591465476433,91.3572732805843,95.15790897409887,73.2467708121999,85.28099005883546,91.32345979576657,96.39886386691012,64.14399188778097,28.081321473951714,48.43639700691797,63.002964845404485,85.6275589439503,92.1996329239023,72.71890379917147,37.189234395195015,74.9801050453605,88.11881188118812,78.66376844754605
QWU,2019_20,2021,93.96892791662646,95.2992277992278,90.1930501930502,93.4073359073359,52.85714285714286,82.77992277992277,83.28185328185327,94.86486486486486,45.90369584097269,31.355583024309848,51.545117428924605,66.32674083230326,88.0510918829831,93.70622167284714,74.60655904152705,42.21066607656561,70.86875090044661,85.25612472160357,74.37683683465767
QXU,2019_20,2021,94.3706792494239,94.84083424807903,91.27332601536772,94.76399560922064,77.12403951701427,82.5576289791438,88.41931942919868,95.46652030735456,68.21024909469988,31.971125858656418,53.88287344277565,68.6110140877867,88.97426941436721,94.1902433344976,72.66287306932992,41.69045550453022,67.29131175468484,84.37801350048217,71.7612992572076
QYG,2019_20,2021,94.13353231709485,95.15532807279448,90.7798393403,94.43022677187744,63.24020757801948,81.44593730006397,88.54766474728088,94.82121276746996,54.88753864193583,35.464478808272524,54.45574501871526,67.36360542931679,87.36436160157284,93.04321524443267,75.30382595648912,41.64330123125686,71.28746594005449,85.40175019888623,75.50476947535772
QE1,2020_21,2022,83.74781085814361,81.74174174174175,76.18118118118117,83.93893893893893,50.07507507507507,58.13313313313313,71.24124124124124,89.02902902902903,36.92769577182887,33.25146759314724,50.70684078111897,63.579729244039775,85.61758715706242,92.110938061579,70.20111938003566,36.09183892425435,70.78886124709094,85.70901033973412,75.30484394227543
QF7,2020_21,2022,89.66112069445217,86.82438074032842,83.22849986084051,89.5797383801837,51.78402449206792,66.62399109379349,76.64903979961035,90.48705816866128,39.48027377441433,31.38473007392682,48.872460706964034,62.04261663664037,85.23327328073555,92.24700254705846,68.0442374854482,35.82293994665129,76.37843514790828,88.17463799912242,79.73598598598599
QGH,2020_21,2022,84.25249169435216,80.6733857570052,74.39362055598626,85.09247978735188,43.725772510798535,54.87872411119725,71.31465278546905,86.48798316535607,29.612403100775197,30.761127205688705,50.55306821174611,64.43244666842244,87.25309454832762,93.0076376086384,66.6896551724138,35.41941875825628,67.27430555555556,81.44712430426716,71.14704396159676
QH8,2020_21,2022,85.06493506493507,79.09980744544288,78.12098844672657,60.18934531450578,39.94704749679075,56.82766367137355,61.96245186136073,87.26732991014121,14.42199775533109,34.35878078701519,52.55260922902709,65.91488157025573,87.68519392280835,93.3943568934604,66.93674041757556,36.63527934714376,72.25953466059008,86.8305209097579,75.84056399132321
QHG,2020_21,2022,87.01025265470523,84.13774155142413,81.64667094056233,87.73697225020605,51.68055682754831,64.5480355343896,75.58384467442073,92.16045425405257,39.4269498352252,28.877400295420973,47.436167967925726,61.91179573749736,85.10234226630091,91.65435745937964,59.98899284534948,31.61451814768461,70.5418986826022,87.45614035087719,74.53338863542098
QHL,2020_21,2022,84.07346988097396,80.77364762768208,80.52583862194015,85.3006950740405,57.72741009368389,60.676941674221816,72.98881837413116,91.16953762466,43.6710772762975,34.3452683564529,52.959546808047065,65.5821047280122,86.40424141186723,92.228920037766,66.21018385412725,36.50025911210918,74.9625748502994,88.7327608639084,78.60436308581653
QHM,2020_21,2022,88.89521640091115,87.72615075813057,81.60414462798708,89.06067757072721,54.563701955678525,60.6070469525592,79.1222502509019,91.14655382862723,37.16509382796399,29.86718893445131,48.46991859966951,61.89791296896995,84.22486076259257,91.02760266846197,68.31843523219236,35.29225128675175,73.0370691523954,87.0896273917422,77.25647087349215
QJ2,2020_21,2022,90.1117185642976,85.50598304144545,81.90823361597592,90.62524764244392,57.53229257468896,53.546239797131314,74.26103494730168,90.09430224264996,33.54726249900959,29.376541035575908,47.29658330398028,60.61113067981684,83.77949982388165,91.07079957731597,65.60911316136321,32.892597810772735,70.6006715582639,85.26349005995583,74.73684210526315
QJG,2020_21,2022,91.11608809257186,88.03211351755041,85.45556385362211,91.22479462285288,64.10567587752054,71.80731889469753,81.81478715459298,92.49439880507842,52.77155655095185,30.31050791692371,49.37281513469052,63.63355953115361,86.89080814312153,92.78223318938926,70.07174215654781,38.32121139859306,72.52990695613647,85.52087250846184,76.19552539497401
QJK,2020_21,2022,89.05269303751278,85.92700729927007,79.69343065693431,89.1021897810219,57.18248175182482,64.19708029197079,73.97080291970804,87.17518248175182,42.08874616844256,30.990074645230088,51.07046181609384,64.34254778115003,86.30957263555081,92.51086867361168,63.81472319372175,34.00412290173751,71.72136002843264,84.13637644406874,75.38987574013844
QJM,2020_21,2022,89.90702479338843,85.1074824307565,83.48491112029764,90.14055394791237,47.6023150062009,60.00413393964448,73.01570897064903,88.65233567589912,34.163223140495866,31.337095473914545,49.28020269492111,63.146377979960846,86.6405620177358,92.87112749049868,69.54702117183653,36.837043143720805,70.82249674902471,84.97536945812809,74.83698183511876
QK1,2020_21,2022,85.98748505941082,81.9620253164557,80.52039381153305,86.29395218002813,49.70464135021097,58.63572433192687,64.76793248945147,89.75386779184248,32.25058004640371,31.44007890843334,50.45207956600362,64.31037317113267,87.03764589840539,92.84892322867006,66.78236723359944,36.75347562169571,71.52806652806653,85.84905660377359,74.99606113124311
QKK,2020_21,2022,84.26871643676951,80.18539976825029,78.88970820604656,84.21468450437163,55.3144422205836,63.373011692826296,72.05835879068788,91.14610765827452,42.18174160261135,32.42006269592477,50.30094043887148,62.78996865203762,83.5423197492163,90.08150470219437,66.36345659481906,35.87583485124469,67.86860768943636,86.57394266250354,71.75789100366472
QKS,2020_21,2022,82.71822204344328,76.28891906845732,75.20748453297118,83.46662642724209,43.42839897389467,51.42095468034808,64.2975705447412,85.2824304612444,28.680611423974256,31.072757211685065,50.10062816368848,63.92022931023968,85.8022809050436,92.11441117277552,64.5159151193634,34.478979096531745,69.41319550015203,85.56883576803895,73.5430575987326
QM7,2020_21,2022,85.73913043478261,80.58766188553126,79.73819802255953,86.62442556746971,49.90948335886367,59.09344102492688,72.62219746553404,89.35385043865757,35.568695652173915,33.36046227720355,52.18523642874583,65.79311467404574,87.4908439814438,93.18792219418896,65.64679218967922,37.07035988677719,72.23808013532086,87.35777496839444,76.0297845373891
QMF,2020_21,2022,83.23289747962858,81.44705391357134,77.77819933983382,82.60044769890351,55.59813332321585,65.80035664149942,73.27465189513222,92.6888492620556,41.538753079401175,29.049328179642924,46.870973679366834,60.5282532670716,83.70605558623228,90.56690594515,73.36113584180684,37.59239704329461,76.68151689666412,91.73621005495625,79.85333847935159
QMJ,2020_21,2022,84.73065495414029,81.82346859653657,79.55544068234686,84.42103902817266,55.01421555957612,59.39519255621608,69.05531144998707,90.12664771258724,36.24854669939284,33.05753466636022,51.94208227993564,65.42557266528767,86.00321765111468,91.81797287979776,70.54103440057202,41.419900680522346,72.80245307563649,89.2465980750083,76.38646922183507
QMM,2020_21,2022,88.64951768488746,84.48982873683364,80.59017447937606,88.6065771488301,51.901583983275714,57.50582938007558,74.71255125834205,88.86387392457988,36.80064308681672,30.6457464175585,49.22002539452204,62.80609468528932,85.80627607473245,92.245601306004,65.73319267286851,33.11069747071061,70.79556898288017,82.7457627118644,74.03157701487058
QNC,2020_21,2022,81.64155128891608,75.10138495676793,74.65758665544419,82.84490014538221,40.63049965567373,46.05555130461397,64.35075369194277,86.15808401560946,24.1643081159642,33.37773549000951,51.35109419600381,63.92007611798287,85.71836346336822,92.22645099904852,68.49764295962288,37.87709497206704,72.02838557066823,86.28135916163862,75.90486039296795
QNQ,2020_21,2022,87.47172656446344,84.47517284726587,80.45254556882465,87.39157762413576,63.63293526084224,65.7071024512885,77.62413576367064,91.08736643620364,49.28373963307364,32.43009512827904,51.19631017584319,65.36465840299797,87.31622946093975,92.95185932545402,66.40298507462687,36.41147513155661,72.8712502329048,88.03827751196172,76.45972439266941
QNX,2020_21,2022,85.16118402987533,81.6043956043956,76.97252747252747,86.25274725274726,56.434065934065934,58.510989010989015,73.23626373626374,86.18131868131869,40.88637486956999,31.417276910116,51.33173481951915,64.33802086708573,86.6826518048085,92.67707860799688,62.59764961619455,33.49510700930862,69.83947939262472,83.42330184435448,73.62719929872895
QOC,2020_21,2022,85.64823048194914,81.12771255780861,76.78762006403416,86.07257203842049,46.81607968694414,40.71504802561366,66.64887940234792,85.52116684453931,20.43393206473413,30.124740124740125,47.96257796257796,61.26819126819127,84.94802494802495,91.76715176715176,63.038698328935794,33.06472576033273,71.65463631315936,84.59343794579172,75.26473526473526
QOP,2020_21,2022,84.34125269978402,80.88094095055209,77.94347095535285,84.2534805568891,48.14870379260682,52.6614258281325,68.42294767162747,89.70535285645703,30.17458603311735,32.92730844793713,50.87694231112698,63.66494016788712,85.24379353455974,91.59135559921414,68.6507640700708,36.67279019096851,75.54947602707966,88.4411196911197,79.134425350886
QOQ,2020_21,2022,86.3602785985648,83.2911125184716,76.30356765885583,86.26240236436563,48.511716276124126,58.89803673210893,73.44310745197382,87.64513405108718,34.133600675390454,31.435079726651484,50.14467770732007,63.49812226805393,86.22175706458167,92.64298467031952,67.6416,35.71104043616538,70.33200305680563,83.3829069998017,74.27008384372957
QOX,2020_21,2022,89.50154829687344,86.7406075139888,82.69384492406076,90.01798561151078,61.05115907274181,63.29936051159073,79.08673061550759,89.94804156674661,44.90060932973729,30.477041671321643,49.97207015975869,63.85878672773991,86.34789409004581,92.52597475142444,63.500694123091165,33.84795018162948,71.41757734338925,83.49680170575692,74.62112644198146
QPM,2020_21,2022,87.1500264131009,79.58779231074118,80.61831153388823,86.97318007662835,51.56559651208879,50.138723741577486,66.2967366891267,87.14493328048619,28.143159006867407,31.04599969637164,49.11188705025049,62.25899499013208,85.00075907089723,91.7413086382268,66.3260177584185,35.28957528957529,69.5548013575564,85.59907834101382,73.68421052631578
QR1,2020_21,2022,87.06395348837209,83.67257923815062,78.67112532712997,87.88892119802269,55.53940098865949,64.59726664728119,75.53067752253561,89.4155277697005,41.5843023255814,31.012024048096198,49.24849699398798,62.15764863059452,84.63593854375418,91.11556446225784,64.22935297211994,32.97483766233766,66.7935512763099,82.12468193384224,70.78502815501821
QRL,2020_21,2022,83.25285221544176,80.51382769786082,76.13992250119433,77.20685811348798,52.39662402462976,56.31933754445565,74.1652953978449,87.33478422421572,33.89227911912974,30.10677066683716,48.90991624576434,62.76452912217889,85.14800843935811,91.82277347995652,65.59788009274594,33.69479183156562,70.25649457415324,83.83726100489106,73.92713522597684
QRV,2020_21,2022,86.47181221145718,82.99456892907087,82.59780805879866,85.88246772252757,56.08312465446031,66.87046733227096,72.78285472698299,93.2160395460015,43.14649847194226,32.647280966767376,52.67371601208459,66.50302114803625,87.25075528700906,92.79078549848944,68.03768655239301,38.20368249493436,73.89422172030868,89.90014732362089,77.46792880377178
QSL,2020_21,2022,89.69788519637463,87.80782595558242,82.56534219670645,90.3459737120411,61.76159540716121,63.93715062698293,79.74014201541019,88.53301102885632,46.3141993957704,27.89402632467094,46.11879851501856,59.53425582180223,84.07019912251097,91.36010799865002,63.97376143621612,30.685780705153043,71.17334620956059,83.33333333333334,74.69114619080301
QT1,2020_21,2022,89.950764902409,86.41160949868075,81.9613016710642,89.68337730870712,52.603342128408094,63.84344766930519,75.48812664907652,90.52770448548812,38.57042377351856,29.658278664447277,47.79202976598453,61.14755703515128,84.16723783413296,91.2660334867326,63.82214006982954,31.64203421389503,70.56318681318682,85.60228082679971,74.7471743010113
QT6,2020_21,2022,87.69430051813471,84.51571104632329,81.55166828636217,89.34240362811792,51.02040816326531,57.61256883705863,70.42436022027859,84.7424684159378,33.80829015544041,27.874762808349143,45.52182163187856,59.07020872865275,83.18785578747628,90.77798861480076,62.64501160092807,28.69975297552212,67.4744211093161,81.87845303867404,72.20713380409198
QU9,2020_21,2022,87.30479863438073,85.2760736196319,80.60211245335526,87.66681424324837,65.66314591107457,66.9091139080387,78.097527038138,89.93738536461957,52.86084592527028,31.278621792541976,48.86239732499818,62.10656393108963,85.56371301882677,92.16398924184053,65.08588498879762,33.96736833206526,71.28195381545187,86.58318425760287,74.990990990991
QUA,2020_21,2022,83.17556795536069,77.54135937811442,77.66095276061391,83.82001195933825,50.712577237392864,55.58600757424755,71.80586007574247,90.8610723539964,34.47588680749302,32.712506106497315,51.13580850024426,64.20981924767953,85.75964826575476,91.93942354665364,65.8176161773284,36.16611449264196,73.09973045822102,88.7536718422157,77.30268717255366
QUE,2020_21,2022,88.90524766011147,87.21859877971806,82.3374710709026,89.74332000841574,52.59835893120135,65.66379128971175,76.70944666526405,90.32190195665896,41.77095383321065,32.34244946492272,50.51129607609988,63.34126040428062,85.65992865636147,92.19976218787158,61.15160349854227,32.072096862960926,68.74288502195479,85.61736770691995,73.21770334928229
QUY,2020_21,2022,86.52519339326781,83.3734183833525,76.6077590714211,86.40593955871589,59.918435637352296,56.7081459792952,73.99351667886647,86.58370804140961,38.90863474806607,28.69228909838047,47.23229393280155,60.7324147933285,84.30021754894851,91.0321489001692,61.72808451767074,31.80612846199175,69.456940874036,85.36257833482543,73.64936753753398
QVV,2020_21,2022,87.55196579166171,85.38991916310033,80.94388968140751,88.67094626723728,52.46077032810271,64.22967189728959,77.73418925344745,89.11079410366143,40.361088015203705,29.163834126444595,48.40244731475187,62.62406526172671,85.94153636981645,92.4677090414684,61.5729706995654,32.23167014278838,71.18610617722518,83.57298474945534,75.04754142895952
QWE,2020_21,2022,85.77902904621301,81.92125334982478,78.93217893217893,85.28138528138528,59.21115921115921,64.51590737305023,70.97505668934241,90.9297052154195,42.02430817825997,31.938857602574416,50.2815768302494,63.81335478680611,85.51086082059534,91.68946098149638,66.54306421709086,35.48670836591087,69.52759820984585,87.23842195540308,73.50809560524287
QWO,2020_21,2022,88.26527191041373,85.58779138017776,80.57689082676505,87.50293476438034,58.75901391916821,59.265470400804965,77.41069931242663,91.0380680865336,39.48568363173071,29.6022835394862,48.53663177925785,61.96764985727879,84.60513796384396,91.3453853472883,67.19400499583679,33.90235113953698,74.26129553389963,88.0939226519337,78.05357953685485
QWU,2020_21,2022,84.74671144696335,77.99552071668533,75.3732736095558,84.94774169466218,35.21836506159015,53.07950727883539,63.63381858902576,88.24188129899217,22.58606213266163,31.905024848150195,50.98840419657648,65.01380452788514,87.15626725565986,93.13086692435118,68.28506189159957,38.564565438928526,70.52529182879378,85.35729943007453,74.09517779888151
QXU,2020_21,2022,86.99703979826774,82.62586377097729,81.3864209718109,87.6604146100691,63.69419765273665,60.42557858944828,75.56213666776353,88.86695184819567,45.69674377809451,36.09916519099418,55.56539337212244,68.79585125221351,88.62888945104983,93.6630407285606,64.72,37.15314234288286,67.13239052649514,84.4250363901019,71.62673392181588
QYG,2020_21,2022,84.5624143625057,79.03208800477981,76.87765789196219,85.38994130671634,43.08860225635258,52.17376023617896,70.86774681052964,87.82553685024426,28.04693813020413,34.11769605597434,52.388488609387366,64.85360876265045,85.80234059389447,92.08696014326767,69.11679126191862,36.9637838697704,70.89556413268446,85.43443496801706,75.1901028328277
QE1,2021_22,2023,89.2614164749645,88.1382483967298,83.786165369364,89.3914916532041,59.3675037939981,71.5572526557986,80.8929358202379,91.8294414255642,48.9550193333659,31.4259014951627,49.5767370272647,62.9892260334212,85.5156112576957,92.0569481090589,70.4125098083174,36.7962855484619,71.5650947830173,85.9121560051029,75.8737810890763
QF7,2021_22,2023,92.7168443266057,90.9120433017591,87.3504736129905,92.4979702300406,57.7374830852503,73.6292286874154,82.7767253044655,92.595399188092,47.1457172230939,30.4451974760458,48.4517410609955,62.0238373451741,85.6859079224117,92.5040897405936,68.3207717817304,36.9045412418906,76.8412995407382,88.5414435639323,80.1716790454158
QGH,2021_22,2023,91.6938819943392,89.6679368535655,84.6924333151878,92.0413718018508,57.7463255307566,73.9466521502449,83.1682090364725,91.3990201415351,47.8772044415414,32.3911747167561,51.4728682170542,64.9970184853905,87.5134168157424,93.3691115086464,67.3827645470169,36.2370220308939,69.6990307770787,82.4780397595931,73.1319159517593
QH8,2021_22,2023,89.7545773276197,86.9327927646967,83.5724309995322,89.9501013566193,56.4946203025105,69.951660689225,74.0527054420707,90.6829876812724,38.4807167900272,33.6260869565217,52.1565217391304,65.8260869565217,87.5826086956521,93.3130434782608,66.929061784897,37.6485363732972,73.2731324029553,87.0143507175358,76.7217146872804
QHG,2021_22,2023,91.3755742394036,88.8821437863151,86.6880582776862,91.5011707570895,58.251669412887,72.5002168068684,82.8722573931142,94.2069204752406,48.3747941405911,27.5156933612326,46.3096823283241,60.7380635343351,85.0580178809206,91.6397184706106,60.1598736800552,30.7109198934644,71.0062973910808,88.0267000417188,75.0221086764272
QHL,2021_22,2023,88.8516746411483,86.447675462215,85.6279542870819,89.5590259079758,61.5508885298869,70.6695386824627,80.8113444623945,92.9336444683779,51.5550239234449,32.9436552708489,51.8181200299055,65.0241283218922,85.9919798817372,92.1294093658669,65.7820039738858,37.4106078665077,75.574209021308,88.9379381978706,79.0770487340049
QHM,2021_22,2023,92.5483248274585,91.7713650911206,87.0447271669267,92.6442193244637,61.8880101568492,70.6244875287645,84.7858862115481,93.443013198614,48.0154427902795,30.1000372631639,48.7287528305672,62.2036861868317,84.8854874308481,91.6014561297904,69.5053024123062,36.8875821307491,73.9253441432311,87.3899713183661,77.9540141449412
QJ2,2021_22,2023,92.7520520365494,90.5824039653036,85.5096034696406,92.8361214374225,65.9154275092936,68.7887236679058,82.4426889714993,92.6889714993804,48.6526250580765,28.3537095963825,46.7425891810417,60.1741751800368,83.8887958465918,91.1991291240998,66.9534984789222,33.8640043173232,70.8945260347129,85.7054263565891,75.0610607117934
QJG,2021_22,2023,93.7959111425789,92.1742209631728,89.0226628895184,94.1041076487252,73.0435552407932,79.3201133144476,87.1016288951841,94.1660764872521,63.0409770776174,33.0299582859309,51.7823284034888,65.5005688282138,87.9787637466818,93.6670458854759,69.924301242236,38.6229639252523,73.5955056179775,86.124911284599,77.1661467243634
QJK,2021_22,2023,91.8355571583123,90.4198528350887,84.3168373972009,92.2089164622709,64.3125090174578,73.0919059298802,80.6521425479728,89.3882556629635,52.1312657771366,33.4538878842676,51.8908719238933,64.8085541316141,86.5240978064313,92.7745891972639,64.5410007228335,35.2897350993377,73.2117812061711,84.8484848484848,76.6336633663366
QJM,2021_22,2023,94.3384615384615,91.9359803016312,89.7609520878218,94.5521698984303,59.1669231558428,73.2943469785575,83.2358674463937,92.8593413357956,47.4666666666666,29.3668954996186,47.651738040754,62.3406341941811,86.2482292688242,92.9388689114089,70.7848673066064,36.5588914549653,72.0930232558139,85.3779429987608,75.8174465626805
QK1,2021_22,2023,92.0277060980578,89.0904150533251,87.3514027579648,91.9570681339582,62.2783778275932,73.6091298145506,77.5219074791114,92.6907139460634,46.7404590520168,30.5273307127493,50.0852925906697,64.3921975821404,86.8871912779055,92.694504190462,66.9571252313386,36.2541859352575,72.9120769076707,86.9675778766687,76.2793176972281
QKK,2021_22,2023,88.5906730423158,86.3330075613394,83.951442827015,88.5756905508975,62.3476158633815,70.7988272208219,80.8394629905869,93.1227817499099,51.4268085762764,32.0430733410943,50.1164144353899,62.6775320139697,83.1897555296856,89.8544819557625,65.5332209918151,34.1836734693877,69.094216078574,87.3140611843951,72.8464960425212
QKS,2021_22,2023,87.2793205458536,83.7668846355782,80.3255214548231,87.9098849696911,57.6249343706744,62.9993795045582,75.0847214930074,87.403942532576,39.5028151541177,29.7170332706974,48.9167679893887,63.0208909030617,85.7798165137614,92.1244611473416,62.9567819531564,33.4370614436512,71.2014519056261,86.1615529117094,75.0659843792081
QM7,2021_22,2023,90.9295199182839,87.8953107960741,86.2936205016357,91.5008178844056,60.3326063249727,71.8920392584514,82.326881134133,92.2369138495092,50.1123595505618,31.6382483287012,50.9051303237437,64.7036731014797,86.982648539022,92.8791406895515,65.1703877790834,36.1323984999184,73.1745209735888,87.6470588235294,76.7965233586838
QMF,2021_22,2023,88.2981861082436,86.7785977859778,83.2398523985239,87.7970479704797,62.4797047970479,75.4870848708487,81.7416974169741,94.070110701107,53.0710809615101,28.7870483578565,46.6672288039124,60.3060837303427,83.5026771786331,90.5645263291032,71.9925945061568,38.0092359745782,77.0723753418893,92.033796016898,80.1659439626417
QMJ,2021_22,2023,89.1423125794155,86.1827888648786,85.1722384644718,89.0936824710817,57.4551925765857,68.2661751620694,77.7933138426338,91.3626541248252,43.7738246505717,32.5668027795687,51.7014112758793,65.592091124006,86.1093201518733,91.826062038828,69.4798895604805,39.5226917057903,73.7637362637362,89.8560209424083,77.2824842587292
QMM,2021_22,2023,92.0125786163522,90.3679823871678,84.7067148922786,92.6796666142475,65.4584054096556,69.9874194055669,83.2913980185563,91.539550243749,49.7877358490566,27.4165953806672,46.0650128314799,60.2480752780154,84.8759623609923,91.8905047048759,66.7805818436733,33.0614464382816,71.6711789318237,83.2331329325317,74.7931654676259
QNC,2021_22,2023,88.5464202887708,85.9387862007034,82.8107460899498,89.3736436428945,48.9710394372521,65.980692958168,77.6996183491731,90.8254134550624,38.5426797336724,30.8273257809818,49.3391692413319,61.8863714383796,85.0841057329213,91.7782354960521,66.9015324995596,35.5188194639021,73.4403881700554,87.1907297212652,77.1457506962612
QNQ,2021_22,2023,90.588681152097,88.6501516683518,84.1759352881698,90.6344792719919,67.7325581395348,74.4438827098078,83.3796764408493,92.7325581395348,56.5689742294087,31.4729332773814,50.3846691845013,64.4705553224227,86.9072597566093,92.796195272066,65.0287356321839,35.3063963023706,73.4398496240601,87.9186602870813,76.9274781862394
QNX,2021_22,2023,90.3844088907978,88.6388053287494,83.8525999140524,91.0721959604641,64.6164589600343,71.4492909325311,82.1229050279329,90.2288354103996,53.6937614087834,31.0746268656716,51.0447761194029,64.131343283582,86.9492537313432,92.9671641791044,63.2252925678573,33.6373493207475,71.1058263971462,84.005316792202,74.6853318597654
QOC,2021_22,2023,89.8845424780286,86.8988105499051,81.7445268057231,90.1568695052577,53.645923116704,43.0443027064299,74.4009653508015,87.8124461299775,26.1416508702395,28.2041442824251,46.2010744435917,60.2455871066769,84.5356868764389,91.4044512663085,63.6199639206253,32.4025838716399,73.2649203348636,85.8028945554789,76.7798254122211
QOP,2021_22,2023,89.5314552620055,86.5407078612311,84.3855857960518,89.4813689989487,54.079546781918,63.1351477631117,76.3783436514425,91.0699684616283,39.5621077215005,31.8574514038876,50.1734406702009,63.3254794161921,85.2804502912494,91.7828391910465,68.7159028914348,38.0137348124669,75.6226719921016,88.8090103043374,79.2157758986581
QOQ,2021_22,2023,91.7459501157109,90.2834216346895,83.6016665809371,91.7905457538192,64.1839411552903,72.4551206213672,82.6655007458464,91.6053700941309,49.3957315505271,31.5843039692412,50.474951939387,64.0280447811828,86.7352708356892,93.0396924120773,68.1589740627346,35.9750614471554,70.8997769148145,84.1622781353618,74.846198491004
QOX,2021_22,2023,91.9475096928124,90.7328229094163,85.7015014417818,92.2541513373769,65.5563289251267,72.2282986974246,85.0949587352093,91.2697623545789,53.9019783278655,30.2672870901417,49.7456985174764,63.8567254626122,86.8628936262309,92.8903798290228,63.1921464813589,33.9328400682982,72.370848708487,84.257300042319,75.5385135897146
QPM,2021_22,2023,90.2574457344775,86.4393939393939,84.6590909090909,91.300505050505,55.9722222222222,61.8813131313131,75.2777777777777,89.6212121212121,38.7556789500252,30.1473684210526,48.1964912280701,61.4736842105263,84.7859649122807,91.7473684210526,65.1436993367722,33.8679827267119,71.749904689287,86.5887590428491,75.5217946897628
QR1,2021_22,2023,89.5373665480427,88.0125284738041,80.9225512528473,90.2050113895216,67.3974943052391,70.9424829157175,81.5347380410022,90.6463553530751,50.7900355871886,29.2733343933852,47.1776117029734,60.3116552711082,84.353633328033,91.2863730322785,62.706324562837,30.5593451568894,67.9787704555506,83.1377393452748,71.963529794855
QRL,2021_22,2023,87.8512396694214,86.3955771416761,80.6499948331094,89.1650304846543,62.5038751679239,66.0173607522992,80.9496744858943,89.7540560090937,46.172520661157,30.2885466454239,49.1532424617926,63.0436065380303,85.590369976987,92.1579040538148,65.5669481302774,34.3478815722307,71.1932503013258,84.4372990353697,74.8042080654588
QRV,2021_22,2023,89.9605478397536,88.6546667950075,87.021529181506,89.7551897840664,66.1051753457182,77.2002438476593,84.153110661918,95.4438989957326,58.0459954453603,34.6539276606443,53.8809669192916,67.1276175424733,87.5651018282389,93.0677777378686,68.179984597895,39.4462079779707,74.5300097479459,90.3430336530645,78.0421752004044
QSL,2021_22,2023,92.4489191590168,91.3964164075225,85.2361913223752,92.8031985784095,63.3792388568043,74.0115504220346,86.3023841255738,90.9669776395676,52.8131477642878,27.701186277653,45.9442128887463,59.5383135620391,84.2417441487656,91.2632253927541,65.31112199902,32.3012552301255,72.2603550295858,83.9087185488589,75.6278442609135
QT1,2021_22,2023,92.1786767804467,90.6500295084731,85.2794873956664,92.2266250737711,58.9326363713009,71.0479723463451,82.2190371806761,92.2434870584267,47.0290771175726,28.2598735453129,47.0356455603408,60.359204618345,84.3214514798863,91.5330339961513,63.7843432442604,31.9762922658375,70.568122041031,86.0233516483516,74.8573602130087
QT6,2021_22,2023,91.2330495111952,89.08172925213,84.7112653834017,92.3792994635531,55.0489113284947,65.9198485326601,77.816345850426,88.7819501420006,41.043834752444,28.3119658119658,45.4950142450142,58.8497150997151,82.7457264957265,90.4736467236467,64.9508489722967,30.7692307692307,68.6829012830584,83.0794341675734,73.3474726051608
QU9,2021_22,2023,89.879697383108,88.6910669975186,83.6042183622828,90.2419354838709,70.0682382133995,73.0831265508684,83.3498759305211,91.4640198511166,58.911075282153,30.3954099267247,48.3962394580395,61.9936402599198,85.6007189271395,92.2715332503802,64.4405224144017,33.981718464351,72.5619988812231,87.2465471642668,76.0988038785476
QUA,2021_22,2023,88.1096077095298,85.014605647517,83.5004868549172,88.5929892891918,54.6835443037974,68.9532619279454,79.8588120740019,92.3953261927945,44.1837827314319,30.3360125027908,48.9283322170127,62.770707747265,85.1808439383791,91.5494530029024,65.678581807614,35.8471965495995,73.2515245050064,88.8638228055783,77.4436918332507
QUE,2021_22,2023,93.4956600157817,91.9824086603518,88.6896707262065,94.0009021199819,61.6937302661253,75.1014884979702,84.2467298150654,92.6928281461434,52.0910833051516,31.3763466892628,50.1149981842392,63.6363636363636,86.2244280353468,92.7127466408425,63.1273176761433,33.4348046676813,70.584108051219,86.2791805621724,74.8076923076923
QUY,2021_22,2023,89.4020069629326,87.6485047111839,80.489553461696,89.0516181892666,62.4436706267923,66.3662433428922,80.6739041376485,89.1540352314625,46.385418799918,28.1572312628925,46.4015585606234,60.0962640385056,84.1278936511574,90.9580563832225,61.3435474366529,30.8608949416342,70.726327398771,85.7707509881423,74.6898550724637
QVV,2021_22,2023,91.2767458264754,89.9870573008589,85.010001176609,92.0343569831744,58.4421696670196,70.7024355806565,83.1627250264737,90.8459818802212,47.566423700917,28.7063389391979,48.1112548512289,61.8240620957309,85.6921086675291,92.3544631306597,63.3921516987095,33.1599835773915,72.4475798549872,83.892902677433,76.0595493562231
QWE,2021_22,2023,90.2005347593582,87.6245902735969,84.2865743527995,89.4976252592146,63.0209378553749,73.2356679376547,79.4835774968225,92.4543447722255,50.5147058823529,30.3454437164979,49.3225134008338,63.0807027992852,85.5270994639666,91.8552709946396,67.463192785015,35.8978464494436,70.9577655359041,87.7275792312879,74.6995192307692
