icb_code,predictor_period,target_year,hba1c,blood_pressure,cholesterol,serum_creatinine,urine_albumin,foot_surveillance,bmi,smoking,all_eight_care_processes,hba1c_le_48_mmol_mol_6_5pct,hba1c_le_53_mmol_mol_7_0pct,hba1c_le_58_mmol_mol_7_5pct,hba1c_le_75_mmol_mol_9_0pct,hba1c_le_86_mmol_mol_10_0pct,blood_pressure_le_140_80,all_three_treatment_targets,primary_prevention_on_statins_without_cvd_history,secondary_prevention_on_statins_with_cvd_history,combined_prevention_on_statins
QMM,2018_19,2020,96.30676949443016,96.39122235556316,92.98817075261442,94.64255100291446,53.71164066518087,86.97925595748328,91.29093091033774,95.56831818961084,48.40616966580977,30.23400658421568,49.89767772933535,64.53421122875702,87.32093602633685,93.42468191120209,74.83319989324794,37.94236365343096,70.74976443666712,83.3922261484099,74.26398908169234
QNC,2018_19,2020,95.1902089179919,96.2024329382408,93.130068621335,95.50842170929508,63.10823456019963,85.30099812850904,90.26044915782909,96.4597629444791,57.70969753663861,32.738292925938225,52.7897708402524,66.38160079707738,88.01893058784457,93.66489538359347,75.66030069077611,43.47181008902077,71.6883429672447,85.22072936660268,75.38057742782152
QNQ,2018_19,2020,95.67158122548356,96.37445887445888,93.54707792207792,95.49512987012989,78.99080086580086,89.42099567099568,90.2732683982684,96.82088744588744,73.33964561071284,34.43924571104495,53.43825322557777,67.46065504040834,88.28867148731037,93.73316319296752,77.18556119571348,45.04437869822485,71.04945717732207,87.70491803278688,75.0609756097561
QNX,2018_19,2020,95.28566421310902,96.11968209443666,92.17508181393174,94.51846657316504,61.93314633006077,86.44810659186535,89.46937821411875,94.9041608228144,56.01705806753125,33.36197900681358,53.83340494751704,67.31324043950647,88.74225032226383,94.13172917561845,71.96859021183344,40.2287708414114,68.91729184032602,82.97220913801225,72.88439805889783
QOC,2018_19,2020,95.85711655312096,96.35224760501106,92.87030213706706,95.48636698599852,62.8960943257185,78.9240972733972,85.22476050110538,93.69933677229182,49.76983980850672,33.40380549682875,52.18143378819912,66.25024024601191,87.64174514703056,93.34999039015952,72.6593911545089,39.77272727272727,68.55184233076264,83.33333333333334,72.65221878224975
QOP,2018_19,2020,95.57182815299036,96.37255210134222,93.56238015905448,95.0209034042687,69.6633451733568,86.1691761229686,88.33495740734921,96.74032628170872,61.6047015933876,33.06741387835833,53.43332783912972,67.34794791494973,87.50288445689797,93.13004779957144,76.93992286069164,43.651392509260525,75.68245536373026,88.83601756954612,79.45877734155917
QOQ,2018_19,2020,96.39105111316748,96.53707938582164,92.37721877382118,95.2575411085702,51.97103343134052,87.72732222585212,90.00871174997278,95.41544157682674,46.165151597626696,35.7812676533725,55.038978646480615,68.44989266749519,89.04078635182465,94.32267540390916,74.19263775971093,42.45582509733453,70.07555789843613,83.76391096979332,74.25977823808944
QOX,2018_19,2020,95.51391862955032,96.10194902548726,91.6256157635468,94.15292353823088,60.816020561148,86.12122510173485,89.33390447633326,94.77404155065324,53.319057815845824,30.549327354260093,50.76233183856503,65.16816143497758,87.39910313901346,93.36322869955156,72.15782434239857,39.64285714285714,71.44972848444957,83.8021778584392,74.72527472527473
QPM,2018_19,2020,94.73384571591232,95.8001138952164,91.21583143507974,93.08086560364464,44.23405466970387,85.0370159453303,84.14009111617312,93.53644646924828,36.7492171932821,31.955508793025704,51.11979558094093,65.06839019990981,87.32902450022546,93.3563805801894,75.3196550698781,41.60548994573891,68.11125485122898,85.36436007348438,72.58090227961102
QR1,2018_19,2020,95.35456083679436,95.78396676411757,91.67564240652408,94.81458685951684,56.17787351900292,86.9210647791968,90.07539621480228,95.9993845206955,50.57683433317951,35.13164270715555,53.67468906477144,66.96817961557099,87.53028589888547,93.23211112905832,72.64833574529666,39.19243986254296,66.58031088082902,82.08248816768086,70.58515283842794
QRL,2018_19,2020,93.69736023966988,95.48693586698336,91.62990611921728,93.9712702183011,57.49915167967424,85.48241149191269,89.11887795498247,94.82524601289448,51.794697868972925,31.535069171751346,50.59505829758956,65.43224793088866,87.16848909563221,93.2338548903522,75.15424774560987,40.75490946187197,69.47752760149525,83.64285714285714,73.27558754219477
QRV,2018_19,2020,94.70822375435355,95.80874511198007,93.34162815499468,92.88304301457518,55.89761820120868,88.72378243867757,86.87166725915392,97.01030927835052,49.18615395550501,30.701853313785197,51.55069358294801,66.38472237885794,87.78617345212587,93.35363332205556,75.68009513899212,43.02938077958562,72.65221878224975,89.81545961002786,76.58321060382917
QSL,2018_19,2020,95.40607054963084,95.8811946176567,91.66393173613388,95.5365933705284,65.03117820807351,81.73613390219889,89.20249425664588,92.18903839842469,57.14520098441346,26.97209782983121,46.22803995866345,60.45470203238029,85.5838787461247,92.43885635549432,68.31903945111493,33.85178408051235,70.10174797808504,82.6923076923077,73.75741839762611
QT1,2018_19,2020,96.541623358216,96.77663295207488,93.07117875035448,94.33783911522828,62.245958975328485,88.03289535872956,89.21448151999243,96.3134511768598,54.823773977133136,32.298805560994715,50.58742901899353,63.980810652046216,86.3912277266497,92.76483258272958,72.26890756302521,38.44014011951371,71.15015502731433,86.180998873451,75.39211530309453
QT6,2018_19,2020,95.24718126626192,96.13115891741846,92.67869535045108,95.47189451769604,61.95350451075642,82.0437196391395,87.4913254684247,93.58084663428174,52.52385082393756,30.016402405686165,48.532895935848366,62.6571897211591,86.42245307089485,93.12921450701658,73.68803341202106,36.022441478042175,44.19336384439359,55.87529976019184,47.96669248644461
QU9,2018_19,2020,95.37131577156082,96.2481274683372,93.17036633528532,95.13141767669887,79.17744790957374,87.2940215170911,89.61596077897318,96.139180171592,72.88135593220339,35.74188009729576,53.44112176277008,66.69766776362856,88.09557876663328,93.84747460294749,74.32154750938851,41.20453190220632,69.88961569910057,86.20031796502384,73.86293316831683
QUA,2018_19,2020,94.5445994670011,95.9230608404767,92.53083838595025,94.135479824378,65.87392849675936,87.64373823959858,90.8948358770646,97.06251306711268,59.80561216491613,33.76760759423195,52.74205222426368,66.694504760314,87.62875118311898,92.9736651634096,73.66582996835098,41.7341646757182,72.59180848465108,88.2390883680929,76.89581856839122
QUE,2018_19,2020,95.5310375571158,96.34295908127996,92.45177834764188,94.36949492697067,40.673430705764304,86.83242278960866,90.32222098338724,95.37295127661946,36.44266131728519,29.82149107455373,49.48080737370202,63.81985765954964,86.92101271730253,92.90631198226578,67.1723019916628,36.14177090998283,67.1063902689738,85.00473036896878,71.86517419192555
QUY,2018_19,2020,94.98686514886164,95.63170571491132,91.81081672870592,94.66827238887672,72.92533391723232,84.61791110137946,89.87300197065908,94.8653382964747,64.7438704028021,30.828627405785408,49.99423763973724,64.06592140140602,86.36625561830125,92.41673389420306,71.40562248995984,38.51022395326193,70.06068779501011,86.03042876901799,74.33650166646093
QVV,2018_19,2020,95.11516071880536,96.09978472837788,91.78168924908194,93.50386222616184,57.47752311004179,86.69114853741927,90.04685323540585,95.4539698619729,51.63249810174639,28.982035928143716,48.79574184963407,64.07185628742515,87.83765801729874,93.7857618097139,72.69732507576757,39.00749328432065,69.13425345043915,82.99953423381461,73.43050945302353
QWE,2018_19,2020,94.30323629377864,95.75726217754452,92.15019587552663,93.39936432847956,69.40646019661469,87.73745287900067,83.81255081676399,95.5207332397073,60.15220925077583,33.60314341846758,52.77013752455796,66.7426326129666,87.80353634577604,93.24950884086444,74.6580106654301,42.63387348852513,66.87096774193549,86.7072733787173,71.44747725392887
QWO,2018_19,2020,96.56342657092844,97.0197255574614,93.1889651229274,94.64694110920526,53.64493996569468,86.62092624356775,91.73813607775872,96.59805603201828,46.71525024113171,28.70147652000148,48.76586611405099,63.50516226917811,86.4522813899271,92.70251267438849,73.96558711911868,38.839667366130406,73.9734468657218,87.98295454545455,77.93580008838536
QWU,2018_19,2020,95.2356609753604,96.32811700930756,93.1164979032423,94.71207936994988,57.09317786642119,87.37854147489004,84.93402884320344,95.48941393065358,50.76168080973316,33.90761279207494,53.75255733821472,67.92290298266394,88.69387315602455,94.05620760202432,75.62998405103669,44.11465974494978,70.2471772963076,85.30516431924883,73.92906494702902
QXU,2018_19,2020,95.25129982668976,95.78180977695597,92.9619785045649,95.29642898416732,76.41280480758118,85.60036981393736,88.63977811163758,95.87426326129666,68.96591565569035,33.92054428380513,55.32742072652168,69.83355606852145,89.91617057465679,94.86089175069858,74.33788849921393,44.38216560509554,66.69055724780505,84.06091370558376,71.2091113759767
QYG,2018_19,2020,95.37423942526208,96.260037399626,92.96373702929638,95.3910460895391,65.07534924650753,85.38481281853848,89.4621053789462,95.69537637956954,58.21787258998607,36.25942452685029,55.09309124480689,67.93737498076628,87.73272811201723,93.10663178950608,76.25792166144919,43.311483369749936,70.848665381695,85.72794318492215,75.31293463143255
QE1,2019_20,2021,94.54655320006044,95.38151599093428,91.37748677914882,94.37924955930497,67.58499118609922,82.71468144044321,88.7333165449509,95.6887433895744,59.88216929351932,35.70857112379327,54.53624193290308,67.51293402314789,88.08469785055203,93.73299909328496,76.36565742113063,41.39915373765867,71.03168155970756,85.98215911159657,75.62907211862503
QF7,2019_20,2021,95.49472968378105,96.02607709750566,91.76303854875285,95.18707482993196,66.13378684807256,85.7312925170068,90.38548752834468,95.86734693877553,59.282556953417206,36.07763993589363,53.2795156407669,66.16608298213332,87.79604677390634,93.65465661542116,74.3231961836613,41.44873122734335,77.27680977186995,88.41623036649214,80.5191500190864
QGH,2019_20,2021,95.85739671257218,96.15640968673628,91.7573872472784,95.6676294156854,66.4407909353477,86.4030215507665,90.06887358364808,95.23439235725394,60.21768103065305,32.954149738827624,52.95414973882762,67.05745792222866,88.84503772489843,94.01044689495068,75.2923468797036,41.56165060538671,67.21739130434783,81.1694290976059,71.03369935630442
QH8,2019_20,2021,93.0131004366812,95.05543416686898,88.98599983814842,66.0192603382698,54.43068705996601,83.15125030347171,80.26219956300072,92.71667880553532,29.75092996927058,36.50117381097296,54.38657508042779,67.88105382140684,88.60968611425093,94.09616555082168,71.36166522116218,39.25377440138475,72.12773767282515,87.10826210826211,75.95847372734723
QHG,2019_20,2021,93.64069952305246,95.29510803479562,90.52474043588064,94.2194369095501,65.44757272472172,84.16425030399401,89.1497521279581,96.25853521653728,59.45010754699336,28.798321845969436,47.9372690040955,62.860853061632206,86.30506442912797,92.628109080012,67.61971408577426,36.04714023137636,71.1947397873531,87.59283529925732,75.15626655366034
QHL,2019_20,2021,93.97831223117466,95.52148354645172,92.67923156172353,94.53972486515968,76.31658687352282,85.625113629477,90.53996727471062,97.09714562753771,69.32816380929303,29.97215206269024,51.33734861731754,65.77941843144875,87.02804222524449,92.79839388640632,72.61195464155294,38.40912251425393,75.52024214907303,88.74712936973718,79.09737078186461
QHM,2019_20,2021,95.7317745671115,96.2739257543163,92.47890120800926,95.61476088035744,69.59015941309504,84.50824645595455,91.03921893099454,96.32356997076508,61.39847799713246,31.043932269882017,50.61297487524158,64.32918914241209,86.17705598984625,92.52603340352496,74.53292584476992,39.946225060344034,73.57142857142858,87.06023854866193,77.70704554540701
QJ2,2019_20,2021,95.5225080385852,96.25341694806238,90.60138285898054,95.6825856246985,73.07444926837113,83.67904807846921,90.57726322559895,95.05547515677762,62.68488745980707,33.03030303030303,50.70707070707071,63.82154882154882,85.75757575757575,92.46632996632997,72.4907063197026,38.22768434670116,71.44488139033362,85.21303258145363,75.41309255079007
QJG,2019_20,2021,95.68679495686794,96.51967757230916,92.60312944523471,95.95068752963488,75.941204362257,87.51066856330014,91.84447605500236,96.31104788999528,70.281543274244,33.58468101994245,52.802857426331975,66.6236729834309,88.81833515229685,94.10655819029664,76.68717745136959,43.83561643835616,72.39723972397239,84.98293515358361,75.95399333548318
QJK,2019_20,2021,94.94546822113576,95.24561799443316,88.44504626495147,94.9522304972542,69.24697209057399,82.90829760024073,87.82065748890393,93.80124877755208,59.5336592704024,31.042409829567973,51.573523583036064,65.49346016646848,87.45937376139517,93.30955212049147,70.9621037578454,37.80701754385965,71.77202831340004,84.44252376836646,75.5443168181039
QJM,2019_20,2021,95.71976370608353,96.4855898818163,92.52539912917273,95.77026746838068,68.68131868131869,84.1488699979266,89.65374248393117,94.71283433547585,60.20312985801638,34.54289428076257,53.08708838821491,67.32019064124783,88.79982668977469,94.24826689774696,76.18323925314807,42.16964800923255,70.74807660828286,84.4695441710367,74.71759636660067
QK1,2019_20,2021,94.59401556809254,94.95,91.49285714285716,94.67857142857142,63.385714285714286,83.57142857142857,83.24285714285715,94.64285714285714,53.4028422480897,35.2865664879559,54.64018726874576,68.64758740466662,89.33776334667371,94.3139771954995,72.97256097560975,43.36693220614534,71.20841747263259,85.73268921095008,74.79824210946863
